"CNT"	"SUBNATIO"	"STRATUM"	"OECD"	"NC"	"SCHOOLID"	"SC01Q01"	"SC02Q01"	"SC02Q02"	"SC02Q03"	"SC02Q04"	"SC03Q01"	"SC04Q01"	"SC05Q01"	"SC07Q01"	"SC07Q02"	"SC09Q11"	"SC09Q12"	"SC09Q21"	"SC09Q22"	"SC09Q31"	"SC09Q32"	"SC10Q11"	"SC10Q12"	"SC10Q61"	"SC10Q62"	"SC10Q21"	"SC10Q22"	"SC10Q41"	"SC10Q42"	"SC10Q51"	"SC10Q52"	"SC11Q01"	"SC11Q02"	"SC11Q03"	"SC13Q01"	"SC13Q02"	"SC13Q03"	"SC14Q01"	"SC14Q02"	"SC14Q03"	"SC14Q04"	"SC14Q05"	"SC14Q06"	"SC14Q07"	"SC14Q08"	"SC14Q09"	"SC14Q10"	"SC14Q11"	"SC14Q12"	"SC14Q13"	"SC15Q01"	"SC15Q02"	"SC15Q03"	"SC15Q04"	"SC16Q01"	"SC16Q02"	"SC16Q03"	"SC16Q04"	"SC16Q05"	"SC16Q06"	"SC16Q07"	"SC16Q08"	"SC16Q09"	"SC16Q10"	"SC16Q11"	"SC18Q01"	"SC18Q02"	"SC18Q03"	"SC18Q04"	"SC18Q05"	"SC18Q06"	"SC18Q07"	"SC18Q08"	"SC19Q01"	"SC19Q02"	"SC20Q01"	"SC21Q05"	"SC22Q01"	"SC22Q02"	"SC22Q03"	"SC22Q04"	"SC22Q05"	"SC22Q06"	"SC22Q07"	"SC22Q08"	"SC22Q09"	"SC22Q10"	"SC22Q11"	"SC22Q12"	"SC22Q13"	"SC22Q14"	"SC22Q15"	"SC22Q16"	"SC22Q17"	"SC22Q18"	"SC22Q19"	"SC23Q01"	"SC24Q01"	"SC25Q01"	"SC25Q02"	"SC25Q03"	"SC25Q04"	"SC25Q05"	"SC25Q06"	"SC25Q07"	"SC25Q08"	"SC25Q09"	"SC25Q10"	"SC25Q11"	"SC25Q12"	"SC26Q01"	"SC26Q02"	"SC26Q03"	"SC26Q04"	"SC27Q01"	"SC27Q02"	"SC28Q01"	"SC28Q02"	"SC29Q01"	"SC29Q02"	"SC30Q01"	"SC30Q02"	"SC30Q03"	"SC30Q04"	"SC31Q01"	"SC31Q02"	"SC31Q03"	"SC31Q04"	"SC31Q05"	"SC31Q06"	"SC31Q07"	"SC32Q01"	"SC32Q03"	"SC32Q04"	"SC32Q05"	"SC32Q06"	"SC32Q07"	"SC32Q08"	"SC33Q01A"	"SC33Q01B"	"SC33Q01C"	"SC33Q01D"	"SC33Q01E"	"SC33Q02A"	"SC33Q02B"	"SC33Q02C"	"SC33Q02D"	"SC33Q02E"	"SC33Q03A"	"SC33Q03B"	"SC33Q03C"	"SC33Q03D"	"SC33Q03E"	"SC33Q04A"	"SC33Q04B"	"SC33Q04C"	"SC33Q04D"	"SC33Q04E"	"SC33Q05A"	"SC33Q05B"	"SC33Q05C"	"SC33Q05D"	"SC33Q05E"	"SC33Q06A"	"SC33Q06B"	"SC33Q06C"	"SC33Q06D"	"SC33Q06E"	"SC33Q07A"	"SC33Q07B"	"SC33Q07C"	"SC33Q07D"	"SC33Q07E"	"SC33Q08A"	"SC33Q08B"	"SC33Q08C"	"SC33Q08D"	"SC33Q08E"	"SC33Q09A"	"SC33Q09B"	"SC33Q09C"	"SC33Q09D"	"SC33Q09E"	"SC33Q10A"	"SC33Q10B"	"SC33Q10C"	"SC33Q10D"	"SC33Q10E"	"SC33Q11A"	"SC33Q11B"	"SC33Q11C"	"SC33Q11D"	"SC33Q11E"	"SC33Q12A"	"SC33Q12B"	"SC33Q12C"	"SC33Q12D"	"SC33Q12E"	"SC34Q01"	"SC34Q02"	"SC34Q03"	"SC34Q04"	"SC34Q05"	"SC34Q06"	"SC34Q07"	"SC34Q08"	"SC34Q09"	"SC34Q10"	"SC34Q11"	"SC34Q12"	"SC34Q13"	"SC34Q14"	"SC34Q15"	"SC34Q16"	"SC34Q17"	"SC34Q18"	"SC34Q19"	"SC34Q20"	"SC34Q22"	"SC35Q01"	"SC35Q02"	"SC39Q01"	"SC39Q02"	"SC39Q03"	"SC39Q05"	"SC39Q06"	"SC39Q07"	"SC39Q08"	"SC39Q09"	"SC39Q10"	"SC40Q01"	"SC40Q02"	"SC40Q03"	"SC44Q01"	"SC44Q02"	"SC44Q03"	"SC44Q04"	"SC44Q05"	"SC44Q06"	"SC47Q01"	"SC45Q01"	"SC46Q01"	"SC46Q02"	"SC46Q03"	"SC46Q05"	"SC46Q04"	"SC46Q06"	"SC46Q09"	"SC52Q01"	"SC46Q07"	"SC46Q08"	"SC52Q02"	"SC51Q01"	"SC51Q02"	"ABGMATH"	"ASSESS"	"CLSIZE"	"COMPWEB"	"CREACTIV"	"LEADCOM"	"LEADINST"	"LEADPD"	"LEADTCH"	"MACTIV"	"MATHEXC"	"PCGIRLS"	"PROPCERT"	"PROPMA5A"	"PROPMATH"	"PROPQUAL"	"RATCMP15"	"RESPCUR"	"RESPRES"	"SCHAUTON"	"SCHLTYPE"	"SCHSEL"	"SCHSIZE"	"SCMATBUI"	"SCMATEDU"	"SMRATIO"	"STRATIO"	"STUDCLIM"	"TCFOCST"	"TCHPARTI"	"TCMORALE"	"TCSHORT"	"TEACCLIM"	"W_FSCHWT"	"SENWGT_SCQ"	"VER_SCQ"
"AUS"	360000	"AUS0205"	1	3600	11	1	87	10	3	0	2	3	4	352	299	42	12	42	12	42	12	5	0	5	0	3	0	5	0	0	0	174	174	174	4	3	5	1	3	1	3	1	2	2	1	1	1	1	2	1	1	1	1	3	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	2	2	2	2	9	3	3	2	3	3	2	2	2	3	1	2	1	2	2	2	2	2	1	1	25	2	10	30	10	70	3	1	0	1	1	1	0	1	2	2	1	1	1	2	1	3	1	2	1	1	1	2	1	1	2	2	4	2	1	1	3	2	2	1	3	1	1	1	1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	1	1	1	2	2	1	1	2	1	2	1	1	2	2	2	1	1	2	1	1	1	1	2	2	2	6	2	5	4	4	6	6	5	5	6	6	4	5	2	3	4	3	4	5	4	2	0	100	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	5	28	1	3	-0.0958	0.9289	0.6627	1.238	1	9	0.459	1	0.6	0.104	1	1	0.03	-0.58	-0.0586	3	3	651	0.5582	0.7524	130.2	13.563	-1.0211	0.702	2.3605	0.4686	0.7093	0.0647	2.8698	1.1411	"28NOV13"
"AUS"	360000	"AUS0204"	1	3600	12	2	80	19	1	0	5	1	4	486	432	54	17	54	17	54	17	4	4	4	4	1	3	4	4	0	0	171	171	171	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	2	3	2	2	3	1	2	3	2	1	1	2	3	2	2	2	2	2	10	2	50	70	30	70	5	10	0	10	0	3	85	0	2	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	3	2	2	1	1	1	2	3	1	3	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	2	2	1	2	2	2	2	1	1	2	2	1	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	2	6	3	5	5	4	4	6	4	6	6	6	4	5	5	4	5	4	5	4	4	3	10	100	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	7	28	1	3	0.8948	0.2753	1.0394	1.238	5	3	0.471	1	0.417	0.096	1	1	0.03	-0.02	0.3196	2	2	918	1.3052	1.976	153	14.688	-0.3977	0.702	0.7801	0.8541	-1.0911	-0.4382	2.6085	1.0373	"28NOV13"
"AUS"	360000	"AUS0102"	1	3600	13	1	90	6	4	0	4	1	3	416	519	9998	24	9998	0	9998	0	14	0	14	0	14	0	14	0	0	0	468	900	900	1	2	3	2	1	1	2	1	2	1	2	2	2	3	2	3	2	2	1	3	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	9	2	2	2	2	2	2	2	2	1	1	2	2	1	2	2	2	1	2	2	2	1	10	5	20	50	1	5	0	5	2	5	2	1	2	2	1	1	1	3	1	2	2	2	1	1	1	2	2	1	3	2	3	2	2	1	2	2	3	2	3	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	1	2	1	2	1	2	2	1	1	1	2	2	1	1	2	1	2	1	2	2	1	2	1	1	2	2	2	2	1	2	1	2	1	1	2	2	2	6	5	5	6	4	5	5	4	4	5	5	5	5	4	4	5	4	4	4	4	4	10	80	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	7	23	1	2	1.2642	0.493	0.1183	0.9477	1	9	0.555	9999	1	9999	9999	1.923	-0.43	-0.36	0.3196	3	2	935	-0.763	0.224	66.786	9999	-0.1621	0.702	0.7801	0.4686	0.1524	0.2464	1	0.3976	"28NOV13"
"AUS"	360000	"AUS0719"	1	3600	14	2	71	24	0	5	4	1	4	298	244	24	29	24	29	24	29	6	6	6	6	3	2	6	6	0	0	133	195	195	4	4	5	3	3	2	3	2	2	2	3	3	2	3	2	3	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	3	2	2	2	2	3	3	1	2	2	2	2	1	2	3	2	3	2	3	2	0	2	60	60	60	60	30	30	0	20	5	2	4	10	2	2	2	2	2	1	1	2	2	2	2	2	1	2	1	1	1	1	2	2	3	1	1	1	1	3	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	4	2	3	3	4	4	4	5	5	4	5	4	4	3	3	4	4	4	3	3	3	10	80	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	6	28	1	3	-0.6467	0.493	-0.1263	0.4499	4	3	0.45	1	0.444	0.234	1	1.466	1.44	-0.02	0.3196	2	1	542	-0.763	-0.5214	60.222	14.078	-0.3977	0.0095	-0.5646	-0.7371	1.4526	-0.7478	1	0.3976	"28NOV13"
"AUS"	360000	"AUS0206"	1	3600	15	2	60	38	2	0	4	1	4	330	316	54	6	54	6	54	6	3	5	3	3	3	0	3	9998	0	0	51	30	30	2	2	5	2	3	1	2	4	1	2	2	2	2	3	3	3	1	1	1	3	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	2	2	3	2	3	2	2	2	2	2	2	2	2	3	2	2	0	1	30	40	30	30	10	10	5	30	5	5	10	10	2	2	2	1	2	2	1	1	2	1	1	1	1	2	1	1	2	2	3	3	3	3	3	3	3	3	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	4	4	4	4	4	5	4	3	5	2	4	2	5	3	3	2	2	4	3	3	2	55	30	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	8	28	1	2	0.3404	0.2753	0.1183	-1.0424	5	3	0.489	1	0.545	0.096	1	0.588	1.44	-0.19	0.3196	2	3	646	-1.0894	-0.3482	117.455	11.333	-0.8253	0.702	-0.5646	0.0826	0.7093	-0.5953	8.9399	3.5549	"28NOV13"
"AUS"	360000	"AUS0514"	1	3600	16	1	95	5	0	0	3	1	3	480	516	65	9	65	9	64	9	12	4	12	4	6	1	9	3	0	0	212	280	280	2	2	3	3	1	3	3	2	2	3	3	3	2	2	3	3	2	2	2	2	1	1	1	1	2	1	2	2	2	1	1	1	2	2	2	1	1	1	2	1	1	2	9	3	3	2	2	3	3	2	3	2	3	3	2	2	3	3	2	2	2	2	6	2	9999	9999	9999	9999	5	9999	9999	9999	9999	9999	9999	9999	1	1	1	1	2	2	3	2	2	2	1	1	1	2	1	1	2	2	3	3	3	1	1	1	2	1	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	2	1	2	2	1	2	2	2	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	1	2	2	2	2	1	2	1	1	1	2	2	2	2	4	3	3	2	4	6	2	3	6	4	3	3	6	2	3	3	3	4	6	4	1	1	50	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	4	23	1	2	-0.9829	0.493	0.1183	-0.3206	1	9	0.518	1	0.464	0.201	0.986	1.321	-0.43	-0.36	-0.0586	3	1	996	-0.763	-0.6941	71.143	14.331	-1.2067	0.0095	0.2924	1.4452	1.1868	-1.0394	1	0.3976	"28NOV13"
"AUS"	360000	"AUS0412"	1	3600	17	2	35	58	1	6	4	1	3	17	859	69	8	69	8	69	8	25	2	25	2	8	0	25	2	0	0	115	180	180	3	3	3	1	1	1	1	1	1	3	2	2	1	1	1	1	2	2	3	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	10	60	100	0	25	0	10	20	25	25	5	2	2	1	1	2	2	1	4	2	1	1	1	1	2	1	1	2	2	3	2	2	2	2	1	2	1	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	6	6	6	6	6	6	3	5	3	6	6	6	4	5	6	4	4	4	6	2	2	8	20	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	7	23	1	3	2.1016	1.5109	-0.8842	2.258	4	3	0.981	1	0.308	0.356	1	1.565	1.44	2.2	1.6038	1	2	876	1.3052	0.224	33.692	12	2.752	-1.2132	-0.5646	0.4686	-1.0911	2.8533	4.0884	1.6257	"28NOV13"
"AUS"	360000	"AUS0204"	1	3600	18	2	38	49	0	13	3	2	4	430	397	50	11	50	11	50	11	6	2	6	2	5	2	1	0	0	0	136	136	136	3	2	4	2	1	1	2	2	2	1	1	2	2	3	3	4	3	1	1	3	2	1	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	9	2	2	3	3	2	2	2	2	1	1	3	1	2	2	2	2	2	2	2	2	3	25	25	15	25	5	5	5	5	5	5	5	30	2	2	2	1	2	2	1	1	2	1	1	1	2	2	1	1	3	2	2	1	2	3	3	3	3	3	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	1	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	1	2	1	2	5	4	4	3	4	4	3	5	4	3	4	3	6	4	4	4	4	4	2	2	3	25	25	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	8	28	1	1	0.3404	0.493	-0.1263	-0.3206	0	9	0.48	1	0.857	0.126	1	1	-0.67	-0.36	-0.0586	1	3	827	-1.4636	0.224	118.143	14.901	-0.6182	0.702	0.7801	0.0826	0.1524	-0.1089	3.1203	1.2408	"28NOV13"
"AUS"	360000	"AUS0205"	1	3600	19	1	70	10	5	15	5	1	4	603	476	75	1	74	0	75	1	10	1	10	1	10	1	0	0	0	0	180	400	400	2	3	4	3	3	1	2	2	2	1	2	2	1	4	3	4	2	2	1	2	1	2	2	1	2	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	9	2	2	3	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	2	5	2	5	10	5	50	0	1	0	0	0	2	1	0	1	1	1	1	2	2	1	3	2	3	2	1	1	2	1	1	3	2	2	2	3	2	3	2	2	3	3	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	6	3	4	6	4	4	3	4	4	3	4	2	4	3	2	3	3	4	2	2	3	1	10	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	7	28	1	2	0.5331	0.2753	-0.6241	-0.6535	1	9	0.441	0.98	1	0.139	1	2.222	-0.53	-0.56	-0.8313	3	3	1079	-1.9349	0.224	102.762	14.291	-0.1621	-0.6748	-1.0488	1.4452	0.9454	-0.1089	2.8038	1.1149	"28NOV13"
"AUS"	360000	"AUS0308"	1	3600	20	1	95	5	0	0	2	1	3	474	423	47	14	47	14	47	14	11	2	11	2	11	2	11	2	0	0	172	450	450	2	2	2	3	4	3	3	3	2	3	3	3	3	4	3	3	1	1	1	3	1	1	1	2	2	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	3	3	2	2	1	1	2	1	1	1	2	1	1	2	3	2	2	2	1	1	2	2	20	30	20	50	1	0	0	1	1	1	5	0	2	2	2	1	2	2	3	1	2	1	1	1	2	2	1	1	2	1	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	6	4	6	6	4	6	4	3	4	6	6	4	6	5	6	3	3	3	1	1	4	15	100	1	1	1	1	2	1	2	2	2	2	1	1	1	1	2	1	3	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	23	1	3	1.4765	0.493	0.1183	1.238	3	3	0.472	1	1	0.222	1	2.616	1.44	-0.02	0.3196	3	2	897	-1.4636	-1.053	74.75	16.611	0.6173	0.702	0.2924	0.0826	2.093	0.2464	3.0342	1.2065	"28NOV13"
"AUS"	360000	"AUS0205"	1	3600	21	1	83	15	2	0	3	1	4	556	547	83	0	83	0	83	0	8	9998	8	1	5	0	4	0	0	0	208	208	208	2	4	4	4	4	2	2	1	2	2	3	3	3	1	2	2	1	2	1	3	1	2	2	1	2	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	9	3	3	2	2	3	3	2	3	3	2	3	2	3	3	3	3	3	3	3	15	2	50	80	50	80	0	5	0	0	0	5	5	5	3	2	2	2	3	2	2	3	3	2	1	2	1	2	1	1	3	3	2	2	3	3	3	1	2	3	3	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	4	3	3	3	3	4	5	4	6	3	3	3	5	4	3	2	3	2	5	3	2	0	20	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	28	1	2	-0.0958	0.0432	0.6627	-0.6535	1	9	0.496	1	0.625	0.096	1	1	-0.25	-0.7	-1.0532	3	3	1103	0.1539	-0.5214	137.875	13.289	-1.2067	-1.7632	-1.0488	-1.4838	1.7565	-1.7041	2.2482	0.894	"28NOV13"
"AUS"	360000	"AUS0617"	1	3600	22	1	58	14	16	12	4	1	4	346	295	38	9	38	9	38	9	2	6	2	6	2	6	2	6	0	0	113	70	70	3	3	3	2	2	2	2	2	2	2	3	2	2	1	1	1	2	1	1	3	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	2	2	2	1	2	1	3	2	3	2	2	2	21	2	10	25	20	25	0	2	0	1	2	1	1	1	2	2	2	2	3	2	2	3	3	2	1	1	2	2	1	1	1	1	2	2	2	3	3	3	3	3	3	2	1	1	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	1	1	2	2	1	1	1	1	2	1	1	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	1	1	1	2	2	2	6	4	4	6	5	5	5	6	6	4	4	3	6	4	4	4	4	5	4	5	3	4	15	1	1	1	1	1	1	1	2	2	2	2	2	1	3	2	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	28	1	3	0.8948	1.1806	1.0394	-0.0388	4	3	0.46	1	1	0.118	1	0.619	-0.43	-0.46	-0.0586	3	3	641	1.3052	-0.3482	128.2	15.082	-1.5516	-1.7632	1.6345	-0.7371	0.7093	-0.4382	1.7228	0.6851	"28NOV13"
"AUS"	360000	"AUS0514"	1	3600	23	1	90	10	0	0	4	1	4	757	657	81	23	81	23	81	23	13	1	13	1	13	1	13	1	0	0	288	288	288	5	5	5	2	2	2	1	4	1	2	9	9	9	9	9	9	2	2	1	2	1	1	1	1	1	1	1	9	9	9	9	1	2	1	2	1	1	1	9	2	1	2	9	2	2	2	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9999	1	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	2	1	1	1	2	3	1	4	2	9	1	1	2	2	1	1	3	3	3	4	3	3	3	1	3	3	3	9	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	3	4	6	6	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	1	1	1	1	2	1	2	9	9	1	2	9	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	5	28	1	2	0.7193	1.6132	9999	9999	2	9	0.465	1	1	0.146	1	1	-0.81	-0.36	-1.2805	3	3	1414	9999	-0.4911	104.741	15.286	1.1046	-1.2132	-1.8472	0.8541	0.4567	9999	1	0.3976	"28NOV13"
"AUS"	360000	"AUS0823"	1	3600	24	1	90	3	2	5	4	2	4	526	552	86	13	86	13	86	13	14	1	14	1	11	1	14	1	0	0	404	1200	1200	2	2	4	2	2	2	3	2	3	1	2	2	2	4	2	4	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	3	2	2	2	4	1	5	90	20	90	0	0	0	2	2	2	5	0	2	2	2	1	3	1	1	3	3	1	1	1	1	2	1	1	3	3	3	1	3	2	2	2	3	3	3	1	1	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	2	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	1	1	1	1	4	4	4	6	5	5	4	3	6	5	6	4	5	5	5	5	4	5	6	4	6	15	100	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	8	28	1	2	1.0746	0.493	0.3739	0.9477	3	3	0.512	1	0.793	0.157	1	2.97	-0.43	-0.23	0.3196	3	2	1078	-1.4636	-0.1702	74.345	11.654	-0.1621	-1.7632	0.7801	0.0826	0.9454	-1.0394	1	0.3976	"28NOV13"
"AUS"	360000	"AUS0411"	1	3600	25	1	9998	9998	9998	9998	4	1	3	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	251	950	950	2	1	2	1	1	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2	1	1	1	1	2	1	1	2	2	1	1	1	2	2	2	1	2	1	2	2	1	1	3	2	2	2	2	2	2	2	2	1	2	2	2	1	3	3	3	2	2	2	9999	9	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	2	2	2	1	2	2	2	2	2	2	9	9	9	9	1	1	2	1	1	1	2	3	3	3	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	2	2	2	2	1	2	1	2	1	1	2	1	1	5	4	5	4	4	5	5	5	6	4	4	4	4	3	3	3	2	3	4	4	4	15	90	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	3	23	1	2	0.5331	0.7066	0.3739	0.2118	3	3	0	9999	9999	9999	9999	3.785	-0.67	-0.65	-0.3533	3	3	99999	0.5582	0.224	9999	9999	-0.1621	0.0095	1.6345	0.0826	-1.0911	-0.5953	1.8977	0.7546	"28NOV13"
"AUS"	360000	"AUS0618"	1	3600	26	2	9998	9998	9998	9998	4	1	99	186	5	10	5	5	3	5	3	1	1	1	1	0	0	1	1	0	0	0	0	0	9	9	9	1	1	1	1	1	1	4	3	3	2	3	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	2	2	2	9	3	3	3	3	3	3	3	3	2	2	3	3	2	2	2	3	2	2	2	39	2	9999	9999	9999	9999	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	2	2	2	2	1	3	2	1	2	1	1	1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	4	3	2	3	2	3	4	4	6	3	3	3	4	3	3	3	2	4	3	2	3	0	0	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	9	9	99	9997	9	-0.6467	-0.5037	0.1183	-0.6535	9	9	0.026	0.52	0	0.12	0.52	9997	1.44	2.71	1.6038	9	3	191	-0.4622	-0.5214	127.333	15.28	-1.7144	0.0095	-0.5646	-0.7371	-1.0911	-0.8958	9.5346	3.7914	"28NOV13"
