CNT	SUBNATIO	STRATUM	OECD	NC	SCHOOLID	SC01Q01	SC02Q01	SC02Q02	SC02Q03	SC02Q04	ausSC03N01	SC04Q01	SC05Q01	SC07Q01	SC07Q02	SC09Q11	SC09Q12	SC09Q21	SC09Q22	SC09Q31	SC09Q32	SC10Q11	SC10Q12	SC10Q61	SC10Q62	SC10Q21	SC10Q22	SC10Q41	SC10Q42	SC10Q51	SC10Q52	SC11Q01	SC11Q02	SC11Q03	SC13Q01	SC13Q02	SC13Q03	SC14Q01	SC14Q02	SC14Q03	SC14Q04	SC14Q05	SC14Q06	SC14Q07	SC14Q08	SC14Q09	SC14Q10	SC14Q11	SC14Q12	SC14Q13	SC15Q01	SC15Q02	SC15Q03	SC15Q04	SC16Q01	SC16Q02	SC16Q03	SC16Q04	SC16Q05	SC16Q06	SC16Q07	SC16Q08	SC16Q09	SC16Q10	SC16Q11	SC18Q01	SC18Q02	SC18Q03	SC18Q04	SC18Q05	SC18Q06	SC18Q07	SC18Q08	SC19Q01	SC19Q02	SC20Q01	SC21Q05	SC22Q01	SC22Q02	SC22Q03	SC22Q04	SC22Q05	SC22Q06	SC22Q07	SC22Q08	SC22Q09	SC22Q10	SC22Q11	SC22Q12	SC22Q13	SC22Q14	SC22Q15	SC22Q16	SC22Q17	SC22Q18	SC22Q19	SC23Q01	SC24Q01	SC25Q01	SC25Q02	SC25Q03	SC25Q04	SC25Q05	SC25Q06	SC25Q07	SC25Q08	SC25Q09	SC25Q10	SC25Q11	SC25Q12	SC26Q01	SC26Q02	SC26Q03	SC26Q04	SC27Q01	SC27Q02	SC28Q01	SC28Q02	SC29Q01	SC29Q02	SC30Q01	SC30Q02	SC30Q03	SC30Q04	SC31Q01	SC31Q02	SC31Q03	SC31Q04	SC31Q05	SC31Q06	SC31Q07	SC32Q01	SC32Q03	SC32Q04	SC32Q05	SC32Q06	SC32Q07	SC32Q08	SC33Q01A	SC33Q01B	SC33Q01C	SC33Q01D	SC33Q01E	SC33Q02A	SC33Q02B	SC33Q02C	SC33Q02D	SC33Q02E	SC33Q03A	SC33Q03B	SC33Q03C	SC33Q03D	SC33Q03E	SC33Q04A	SC33Q04B	SC33Q04C	SC33Q04D	SC33Q04E	SC33Q05A	SC33Q05B	SC33Q05C	SC33Q05D	SC33Q05E	SC33Q06A	SC33Q06B	SC33Q06C	SC33Q06D	SC33Q06E	SC33Q07A	SC33Q07B	SC33Q07C	SC33Q07D	SC33Q07E	SC33Q08A	SC33Q08B	SC33Q08C	SC33Q08D	SC33Q08E	SC33Q09A	SC33Q09B	SC33Q09C	SC33Q09D	SC33Q09E	SC33Q10A	SC33Q10B	SC33Q10C	SC33Q10D	SC33Q10E	SC33Q11A	SC33Q11B	SC33Q11C	SC33Q11D	SC33Q11E	SC33Q12A	SC33Q12B	SC33Q12C	SC33Q12D	SC33Q12E	SC34Q01	SC34Q02	SC34Q03	SC34Q04	SC34Q05	SC34Q06	SC34Q07	SC34Q08	SC34Q09	SC34Q10	SC34Q11	SC34Q12	SC34Q13	SC34Q14	SC34Q15	SC34Q16	SC34Q17	SC34Q18	SC34Q19	SC34Q20	SC34Q22	SC35Q01	SC35Q02	SC39Q01	SC39Q02	SC39Q03	SC39Q05	SC39Q06	SC39Q07	SC39Q08	SC39Q09	SC39Q10	SC40Q01	SC40Q02	SC40Q03	SC44Q01	SC44Q02	SC44Q03	SC44Q04	SC44Q05	SC44Q06	SC47Q01	SC45Q01	SC46Q01	SC46Q02	SC46Q03	SC46Q05	SC46Q04	SC46Q06	SC46Q09	SC52Q01	SC46Q07	SC46Q08	SC52Q02	SC51Q01	SC51Q02	ABGMATH	ASSESS	CLSIZE	COMPWEB	CREACTIV	LEADCOM	LEADINST	LEADPD	LEADTCH	MACTIV	MATHEXC	PCGIRLS	PROPCERT	PROPMA5A	PROPMATH	PROPQUAL	RATCMP15	RESPCUR	RESPRES	SCHAUTON	SCHLTYPE	SCHSEL	SCHSIZE	SCMATBUI	SCMATEDU	SMRATIO	STRATIO	STUDCLIM	TCFOCST	TCHPARTI	TCMORALE	TCSHORT	TEACCLIM	W_FSCHWT	SENWGT_SCQ	VER_SCQ	ausSC53A01	ausSC53A02	ausSC53A03	ausSC54A01	ausSC54A02	ausSC54A03	ausSC55A01	ausSC56A01
AUS	0360000	AUS0102	1	003600	0000200	1	95	4	1	0	6	1	03	363	337	66	10	66	10	66	10	10	1	10	1	10	1	10	1	0	0	130	250	250	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	1	3	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	2	1	1	2	3	3	3	4	3	4	4	2	3	3	2	3	3	3	3	2	3	2	2	2	5	2	30	40	20	40	0	5	0	0	0	5	5	0	2	2	2	2	2	1	2	2	1	3	2	1	1	2	1	1	3	2	3	2	2	2	2	2	2	2	3	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	4	3	4	5	5	3	6	4	5	2	5	4	5	2	5	4	5	3	2	10	100	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	4	23	1	3	-.0958	.2753	.6627	-.0388	5	3	.481	1	1	.148	1	1.923	-.81	-.62	-1.5265	3	2	700	-.1662	-.3482	66.667	9.859	-2.0368	.702	-1.0488	-.7371	.7093	-1.3144	1	.3976	28NOV13	80	80	80	3	3	3	21	25
AUS	0360000	AUS0720	1	003600	0000201	1	75	25	0	0	5	3	03	260	270	50	8	50	8	50	8	16	1	16	1	6	1	16	1	0	0	150	100	100	4	2	4	3	3	1	2	3	2	2	2	2	2	2	2	3	1	1	1	3	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	2	1	2	2	1	2	9	4	4	3	4	3	3	2	4	2	2	2	3	3	3	3	3	2	2	2	10	2	5	15	5	15	0	0	0	0	5	2	0	0	2	2	2	2	2	3	2	1	2	2	1	1	2	2	1	1	3	2	3	3	4	1	2	1	2	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	6	4	5	6	6	6	6	5	6	5	5	6	6	3	4	3	5	5	6	3	5	15	100	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	5	23	1	3	.8948	1.5109	1.7628	1.238	1	9	.509	1	.394	.306	1	.667	-.25	-.36	-.3533	3	2	530	-.4622	-.3482	32.121	9.815	-2.2066	.702	.2924	-.7371	.9454	-1.1788	1	.3976	28NOV13	75	75	75	5	5	2	20	20
AUS	0360000	AUS0823	1	003600	0000202	1	100	0	0	0	1	3	01	138	137	23	0	23	0	23	0	1	0	1	0	1	0	1	0	0	0	10	25	25	3	1	3	1	2	1	2	3	2	1	1	1	2	3	1	3	2	3	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1	1	1	1	2	9	4	3	4	3	2	2	1	4	2	1	3	1	3	1	1	2	1	1	1	30	3	10	30	10	30	0	0	0	5	0	10	0	0	2	2	1	2	2	3	3	2	3	2	1	1	1	1	1	1	3	3	2	3	3	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	1	2	1	1	1	2	2	1	1	1	1	2	2	2	2	1	1	1	2	2	2	2	2	1	2	2	2	1	1	2	1	1	1	1	2	1	1	6	4	4	4	4	5	5	5	5	5	5	3	4	5	4	3	2	2	2	2	2	75	75	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	4	13	1	0	.7162	.7066	.1183	.4499	0	9	.498	1	1	.043	1	2.5	-.81	-.44	-.0586	3	1	275	-.4622	.224	275	11.957	-1.5516	-.6748	.7801	.0826	.1524	.4389	1.5505	.6165	28NOV13	50	50	50	8	6	4	30	10
AUS	0360000	AUS0617	1	003600	0000203	1	60	30	10	0	1	1	99	98	24	12	2	12	2	12	1	0	1	0	1	0	1	0	1	0	0	0	249	249	9	9	9	3	3	2	3	3	2	2	3	2	2	2	2	4	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	1	1	2	9	1	2	2	1	2	2	1	2	1	1	3	1	2	2	2	3	2	1	1	0	1	10	20	10	40	0	10	0	0	0	25	90	0	1	1	1	1	2	2	2	2	2	3	2	1	1	2	1	1	3	3	3	3	3	3	3	3	3	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	1	1	1	2	2	1	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	1	2	2	2	6	4	5	6	5	5	6	5	5	5	5	4	5	4	4	4	3	3	3	3	3	15	100	1	1	1	1	1	1	1	1	2	2	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	9	9	99	1	9	1.0746	.9289	.6627	.6907	9	9	.197	1	1	.038	.962	9997	-.43	-.02	.3196	3	3	122	-.763	-.5214	122	9.385	.6173	.0095	.7801	1.4452	1.4526	.0647	12.2443	4.8689	28NOV13	9999	9999	9999	9999	9999	9999	9999	9999
AUS	0360000	AUS0514	1	003600	0000204	1	90	9	1	0	1	3	01	34	34	4	5	4	5	4	5	2	2	2	2	0	0	2	2	0	0	2	2	2	3	2	3	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	3	1	1	1	1	1	2	2	2	2	2	1	1	1	2	2	2	1	2	1	2	1	1	2	9	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	.5	2	1	1	5	75	15	65	0	50	1	10	95	0	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	3	2	2	1	2	1	1	2	2	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2	2	2	1	2	5	5	6	6	6	6	6	6	4	6	6	6	5	5	5	4	4	5	5	5	4	100	100	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	3	13	1	2	1.7359	2.1468	.3739	2.258	0	9	.5	1	0	.462	1	1	-.81	-.23	-.6029	3	1	68	1.3052	.4606	22.667	10.462	1.5235	1.2831	-.1437	1.4452	-1.0911	1.9386	16.6102	6.605	28NOV13	50	50	50	4	4	4	30	2
AUS	0360000	AUS0618	1	003600	0000205	2	23	68	4	5	7	1	03	1320	87	125	15	125	15	125	15	20	4	20	4	11	4	20	4	0	0	117	117	117	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	3	1	1	2	1	2	1	1	2	1	1	1	1	2	2	2	1	2	1	2	1	1	1	3	1	1	2	2	2	2	2	2	1	1	2	1	1	3	2	2	1	2	2	1	2	20	75	20	75	0	0	0	0	0	2	2	0	2	1	2	1	2	3	1	2	3	2	1	1	1	2	1	1	4	3	2	2	3	2	2	2	3	3	1	2	1	2	2	2	2	1	2	1	2	2	1	2	2	2	2	2	2	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	1	1	2	2	2	1	1	2	2	2	5	5	3	5	5	6	6	5	6	6	6	4	5	3	3	3	2	3	5	6	5	0	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	3	23	1	3	.5331	1.1806	1.0394	1.238	3	3	.062	1	.591	.166	1	1	1.44	2.2	1.6038	1	2	1407	1.3052	.7524	63.955	10.619	.3493	-.6748	1.2429	.4686	-1.0911	.2464	1.8524	.7366	28NOV13	65	65	65	4	4	4	25	24
AUS	0360000	AUS0514	1	003600	0000206	1	95	5	0	0	6	1	04	680	567	87	24	87	24	87	24	10	4	10	4	10	4	10	4	0	0	240	240	240	3	3	4	3	2	2	2	4	2	1	2	2	2	4	2	4	1	3	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	3	2	2	2	2	2	2	3	2	1	2	4	4	1	2	2	2	2	2	2	1	1	50	20	90	40	0	10	0	10	1	1	1	1	1	2	1	1	2	2	2	2	2	2	1	1	1	2	2	2	1	1	3	2	2	2	2	2	2	1	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	2	1	2	2	1	1	1	1	2	1	1	2	2	2	1	2	2	1	2	2	1	2	2	2	1	1	2	1	2	1	1	2	2	2	6	5	6	4	6	6	4	4	5	4	3	3	4	4	3	2	3	4	6	4	2	5	100	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	28	1	2	1.0746	1.1806	-.1263	-.3206	3	3	.455	1	1	.121	1	1	.03	-.36	-.0586	3	2	1247	-1.4636	-.3482	103.917	12.596	-.3977	.0095	.7801	.8541	.9454	-.7478	1	.3976	28NOV13	45	45	45	5	5	5	35	240
AUS	0360000	AUS0308	1	003600	0000207	1	78	20	2	0	6	1	03	577	627	80	20	80	20	80	20	14	6	14	6	14	6	14	6	0	0	200	200	200	3	3	3	1	1	1	1	1	1	1	2	2	2	2	2	1	2	2	2	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	3	3	3	3	3	2	2	1	3	3	3	3	2	3	3	2	3	2	2	3	10	2	5	10	5	50	0	0	0	0	0	1	1	0	2	2	2	2	2	2	2	2	3	2	1	2	2	2	1	1	1	1	2	2	3	1	3	1	2	3	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	1	1	2	2	2	3	4	4	4	4	4	5	5	5	5	5	5	4	3	4	3	3	3	1	4	2	100	100	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	8	23	1	2	.3404	.493	.1183	.9477	2	3	.521	1	1	.189	1	1	1.44	.15	.8184	3	3	1204	.1539	.4606	70.824	13.378	-1.0211	-.6748	.7801	-.7371	-1.0911	-1.4467	2.6791	1.0653	28NOV13	48	48	48	5	5	5	30	200
AUS	0360000	AUS0308	1	003600	0000208	1	95	5	0	0	8	1	03	590	580	73	15	73	15	73	15	14	3	14	3	7	1	14	3	0	0	204	204	204	2	3	4	1	1	1	2	3	3	1	2	2	4	4	3	4	2	3	2	2	1	2	1	2	2	2	2	9	9	9	9	1	1	1	1	1	1	1	1	1	1	1	3	3	2	2	3	2	2	1	2	3	2	3	3	3	3	3	2	1	2	2	2	3	3	40	5	75	3	3	0	1	1	2	1	0	1	1	1	2	2	2	1	1	1	1	1	1	1	2	3	1	2	4	3	3	3	2	3	1	1	3	3	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	6	4	6	6	6	4	4	4	5	5	6	2	5	5	6	4	2	4	5	4	3	25	100	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	8	23	1	1	1.4765	.7066	.1183	.4499	2	3	.496	1	.484	.193	1	1	1.44	-.19	.3196	3	3	1170	-1.9349	-.6941	75.484	14.534	-.3977	1.2831	-.5646	.8541	-.2817	-1.1788	2.0986	.8345	28NOV13	250	250	250	5	5	5	30	24
AUS	0360000	AUS0411	1	003600	0000209	1	97	3	0	0	6	1	04	969	775	125	7	125	7	125	7	18	2	18	2	6	1	18	2	0	0	389	389	389	3	4	4	3	3	2	2	2	1	2	2	2	1	1	2	1	2	3	2	2	1	2	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	4	3	3	4	4	2	3	2	3	2	2	3	3	2	3	3	3	2	2	2	3	2	5	45	4	45	0	1	0	0	0	2	0	5	2	2	2	2	2	3	2	2	3	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	3	1	1	2	2	1	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	1	1	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	1	1	1	2	2	2	5	3	3	3	3	5	2	2	5	3	4	4	2	4	3	4	2	4	5	5	3	10	10	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	6	28	1	2	-.0958	-.2137	-1.1508	-.0388	2	1	.444	1	.342	.148	1	1	.03	-.44	.3196	3	1	1744	.5582	.224	91.789	13.572	-1.7144	-.6748	.7801	-.7371	1.1868	-1.1788	1.0476	.4166	28NOV13	70	70	70	3	3	3	20	25
AUS	0360000	AUS0411	1	003600	0000210	1	88	12	0	0	4	1	04	640	632	66	15	0	0	51	7	10	6	10	6	2	0	10	6	0	0	263	974	974	3	3	4	2	2	2	2	4	4	1	3	3	3	4	4	4	2	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	3	4	3	3	3	3	3	2	3	2	2	4	2	3	2	3	2	2	1	1	5	3	5	20	5	20	1	0	0	1	1	1	3	1	2	2	3	1	2	3	2	2	2	3	1	1	1	2	1	1	3	2	2	2	3	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	5	5	5	5	6	5	5	5	6	6	6	4	4	6	4	4	4	5	5	6	2	5	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	28	1	2	1.0746	1.1806	.1183	2.258	3	3	.497	0	.154	.177	.741	3.703	-.81	-.56	-1.5265	3	1	1272	-2.755	-1.2473	97.846	17.306	-1.7144	.0095	-1.0488	-.7371	.7093	-.7478	1.7169	.6827	28NOV13	60	60	60	4	4	4	25	28
AUS	0360000	AUS0719	1	003600	0000211	2	9998	9998	9998	9998	4	1	03	363	366	46	13	46	13	46	13	14	2	9998	9998	3	1	14	2	0	0	134	590	590	2	2	3	1	1	1	1	1	1	3	2	3	2	2	2	2	2	2	2	2	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	4	2	2	2	2	2	2	2	2	2	2	3	1	2	2	2	2	2	2	2	8	2	50	60	70	70	10	10	5	15	10	10	5	5	2	2	2	2	2	2	2	2	3	3	1	1	1	2	1	1	3	2	2	2	2	2	2	3	2	3	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	4	4	6	4	5	5	6	5	4	4	4	5	4	5	5	4	5	5	5	4	8	60	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	5	23	1	2	.8948	.9289	.3739	.2118	2	1	.502	1	.233	.286	1	4.403	-.81	-.02	-1.0532	9	2	729	-.1662	-.1702	48.6	13.886	-.1621	-.6748	-1.0488	-.7371	-1.0911	-.4382	1	.3976	28NOV13	50	50	50	4	4	4	30	134
AUS	0360000	AUS0514	1	003600	0000212	1	93	7	0	0	7	1	04	700	500	80	10	80	10	80	10	18	9998	18	2	16	9998	18	2	0	0	250	600	600	3	3	3	1	1	1	1	1	1	1	9	9	9	9	9	9	2	2	2	2	1	1	1	1	2	1	1	9	9	9	9	1	1	1	2	1	1	1	9	2	2	1	3	2	2	2	2	2	2	2	9	9	9	9	9	9	9	9	9	9	9	9	10	1	10	20	20	20	10	5	5	9999	9999	9999	9999	9999	1	1	1	1	1	3	1	2	2	9	1	1	1	1	1	1	4	1	2	2	2	1	2	1	2	2	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	4	4	4	5	4	6	0	100	1	1	1	1	1	1	1	9	9	2	2	1	1	1	1	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	6	28	1	2	2.8406	2.1468	1.7628	2.258	3	3	.417	1	.889	.212	1	2.4	-.81	-.36	-1.2805	3	2	1200	9999	1.4516	66.667	14.118	-.1172	.702	-1.0488	1.4452	-1.0911	9999	1	.3976	28NOV13	220	220	220	4	4	4	28	30
AUS	0360000	AUS0204	1	003600	0000213	2	76	24	0	0	8	1	04	451	534	62	8	62	8	62	8	12	1	12	1	8	1	4	0	0	0	176	176	176	4	4	5	2	4	2	2	1	1	2	3	2	2	2	1	1	1	3	3	3	2	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	7	2	5	20	15	25	3	2	1	0	0	3	0	0	3	3	2	2	3	1	2	3	2	2	2	2	1	2	1	1	2	1	3	2	3	2	3	3	3	2	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	1	2	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	4	5	5	5	5	1	100	15	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	28	1	1	2.1016	2.1468	1.7628	2.258	4	3	.542	1	.68	.189	1	1	-1.09	-.56	-1.0532	2	3	985	.5582	.018	78.8	14.924	-.3977	-1.2132	-1.0488	-1.8308	1.1868	-.8958	2.7088	1.0772	28NOV13	50	50	50	4	4	4	30	30
AUS	0360000	AUS0307	1	003600	0000214	2	20	80	0	0	7	1	02	1855	0	180	20	180	20	180	20	30	0	30	0	30	0	30	0	0	0	256	256	256	2	2	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	2	1	1	2	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	1	1	2	9	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	20	30	90	70	0	10	0	0	0	2	30	15	2	1	1	1	2	2	1	2	2	1	1	1	1	2	1	1	4	2	4	1	2	2	2	3	2	3	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	3	3	4	4	4	5	4	4	4	4	4	2	2	4	3	3	3	3	3	3	3	20	20	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	4	18	1	3	.3404	.493	-.8842	-.3206	3	9	0	1	1	.158	1	1	1.44	-.19	.3196	1	2	1855	1.3052	1.1619	61.833	9.763	1.958	.0095	-.1437	.8541	-.2817	2.8533	20.4374	8.1269	28NOV13	45	45	45	5	5	4	33	255
AUS	0360000	AUS0205	1	003600	0000215	1	90	8	2	0	4	1	04	650	549	84	1	84	1	84	1	10	0	10	0	2	0	8	0	0	0	210	310	310	1	2	4	2	2	2	2	3	2	2	3	3	3	2	2	3	1	2	3	3	1	2	2	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	4	3	3	3	3	3	3	3	3	2	3	2	2	3	3	3	2	3	3	1	2	30	25	30	40	5	20	0	10	2	1	5	1	2	2	1	2	2	3	2	2	2	2	1	1	1	2	1	1	3	1	1	1	3	2	3	1	2	2	3	1	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	1	2	2	2	6	3	5	6	4	5	6	6	6	5	5	4	6	3	5	2	2	3	4	4	4	75	40	1	1	1	1	2	2	1	1	2	2	2	1	1	1	2	2	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	28	1	2	.7162	.9289	1.7628	.6907	2	2	.458	1	.2	.118	1	1.476	-.43	-.56	-.3533	3	3	1199	-.4622	-.87	119.9	14.189	-1.8747	.0095	.2924	.0826	.7093	-1.4467	2.1877	.8699	28NOV13	64	64	64	8	8	8	25	28
AUS	0360000	AUS0720	1	003600	0000216	1	92	3	5	0	3	1	03	281	258	28	17	28	16	28	16	5	0	5	0	1	0	5	0	0	0	52	60	60	2	3	4	4	4	3	2	1	1	1	1	2	1	2	3	1	2	2	2	2	1	1	2	1	2	1	2	2	1	1	1	1	2	1	2	1	2	1	2	1	1	2	9	3	2	2	2	2	2	1	2	2	2	2	1	2	3	3	2	1	1	2	.5	2	30	85	45	92	2	10	0	5	1	2	5	1	2	2	2	2	1	3	2	4	3	2	1	1	1	2	1	1	2	1	3	1	3	2	3	1	3	1	3	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2	1	1	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	1	1	1	2	2	2	6	3	4	4	4	6	5	4	6	4	4	3	5	4	3	3	4	4	6	4	2	100	100	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	4	23	1	3	.3404	.7066	.6627	-.0388	1	9	.479	.986	.2	.137	.986	1.154	-.43	-.56	-.3533	3	3	539	-.1662	1.1619	107.8	14.767	-.1621	-1.2132	1.6345	-.7371	2.093	-.2762	1	.3976	28NOV13	45	45	45	4	4	3	30	52
