"STRATUM","SCHOOLID","StIDStd","BIRTHMONTH","BIRTHYEAR","ESCS","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV1MATH_LEVEL","PV2MATH_LEVEL","PV3MATH_LEVEL","PV4MATH_LEVEL","PV5MATH_LEVEL","STATE","GEOLOC","GENDER","INDIG","ESCS_Q","ST29Q01","ST29Q03","ST29Q04","ST29Q06","ST29Q02","ST29Q05","ST29Q07","ST29Q08","ST42Q02","ST42Q04","ST42Q06","ST42Q07","ST42Q09","ST37Q01","ST37Q02","ST37Q03","ST37Q04","ST37Q05","ST37Q06","ST37Q07","ST37Q08","ST91Q01","ST91Q02","ST91Q03","ST91Q04","ST91Q05","ST91Q06","ST43Q01","ST43Q02","ST43Q03","ST43Q04","ST43Q05","ST43Q06","ST44Q01","ST44Q03","ST44Q04","ST44Q05","ST44Q07","ST44Q08","ST42Q01","ST42Q03","ST42Q05","ST42Q08","ST42Q10","ST35Q01","ST35Q02","ST35Q03","ST35Q04","ST35Q05","ST35Q06"
"AUS0309",1,6,7,1996,0.78,586.7035,644.3449,642.0081,627.2083,629.5451,5,6,6,6,6,"NSW","Provincial","Female","Non-indigenous",3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,1,4,2,3,3,3,1,4,4,3,3,4,4,4,3,4,4,4,4,3,2,4,1,1,2
"AUS0309",1,7,8,1996,1.21,659.2226,656.8858,694.2748,636.6334,662.3384,6,6,7,6,6,"NSW","Provincial","Female","Non-indigenous",4,4,4,4,3,3,1,3,1,3,2,3,3,2,1,1,1,1,1,2,1,2,1,1,3,3,2,4,1,2,3,3,2,3,2,3,3,2,2,3,2,2,3,4,2,3,3,4,2,3,3
"AUS0309",1,8,7,1996,0.96,656.029,670.0499,641.2292,623.3136,606.177,6,7,6,6,5,"NSW","Provincial","Male","Non-indigenous",4,2,2,3,2,1,1,1,1,4,1,2,1,2,1,1,1,1,1,1,1,1,1,2,4,4,1,4,1,3,4,4,1,4,4,2,3,3,4,3,3,4,4,4,3,2,2,3,1,1,2
"AUS0309",1,9,12,1996,1.1,487.1553,417.0509,485.5974,521.4286,426.3982,4,2,4,4,3,"NSW","Provincial","Male","Non-indigenous",4,4,1,1,1,1,1,1,1,3,2,2,2,2,2,2,1,1,1,3,1,3,1,1,3,3,1,4,1,1,3,3,1,3,2,2,1,2,1,2,3,2,3,3,2,1,1,1,1,1,1
"AUS0309",1,14,12,1996,1.1,604.7749,569.7227,577.5121,593.8698,600.8802,5,5,5,5,5,"NSW","Provincial","Female","Non-indigenous",4,3,2,2,2,1,1,1,2,4,1,1,1,2,1,2,2,3,1,3,1,2,1,1,4,3,1,4,1,1,4,3,1,4,4,4,3,4,3,2,3,4,4,4,2,3,2,3,2,2,2
"AUS0309",1,15,12,1996,0.72,519.4033,539.6557,541.2136,498.372,521.7401,4,4,4,4,4,"NSW","Provincial","Female","Non-indigenous",3,3,3,3,3,2,2,2,2,3,2,2,3,2,1,1,1,1,1,1,1,3,2,2,2,3,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,2,3
"AUS0205",2,17,6,1996,1.29,520.6496,441.198,480.9238,543.2388,487.9343,4,3,3,4,4,"VIC","Urban","Female","Non-indigenous",4,2,2,1,1,1,1,1,1,4,2,2,3,3,1,1,1,1,1,1,1,2,1,1,3,4,1,4,1,1,3,3,1,4,4,2,4,3,2,4,3,4,3,4,3,2,2,3,1,1,2
"AUS0205",2,19,12,1996,-0.04,608.5138,604.6191,571.9037,567.2301,548.5356,6,5,5,5,5,"VIC","Urban","Female","Non-indigenous",2,3,3,2,2,1,1,2,1,3,2,2,3,1,2,1,3,1,1,3,3,1,1,4,4,3,1,3,1,1,4,4,1,3,4,3,2,4,4,4,3,4,4,4,2,2,1,3,1,2,1
"AUS0205",2,29,6,1996,0.79,414.7141,414.7141,420.9456,413.9352,476.2502,2,2,3,2,3,"VIC","Urban","Male","Non-indigenous",3,4,3,4,4,3,3,4,3,1,3,3,4,4,3,3,3,3,3,3,3,3,1,1,3,3,2,3,2,2,3,3,2,3,2,4,3,2,3,2,1,3,3,2,2,2,2,3,2,3,2
"AUS0205",2,34,2,1997,0.08,476.8733,490.8942,451.1684,420.7898,458.1788,3,4,3,3,3,"VIC","Urban","Male","Non-indigenous",2,3,3,4,3,2,2,3,4,3,2,1,1,1,2,2,2,2,2,2,2,2,1,2,3,3,1,1,2,2,3,2,3,2,1,4,3,4,2,2,3,4,4,4,3,3,3,4,2,3,3
"AUS0205",2,35,5,1996,-0.16,423.9835,405.289,383.4787,438.0044,438.7833,3,2,2,3,3,"VIC","Urban","Female","Non-indigenous",2,4,4,4,3,2,2,2,2,1,4,3,4,4,3,3,4,4,4,4,4,4,1,2,2,2,3,1,3,2,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,3,2,3,3,3,3
"AUS0102",3,37,11,1996,0.62,633.3619,698.7926,658.2879,669.193,674.6456,6,7,6,7,7,"ACT","Urban","Male","Non-indigenous",3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2
"AUS0102",3,41,3,1997,-0.28,615.5242,697.3127,646.6817,673.1656,670.0499,6,7,6,7,7,"ACT","Urban","Female","Non-indigenous",2,3,3,3,3,3,3,4,3,3,3,3,3,3,1,1,1,1,1,2,1,2,2,3,3,3,2,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3
"AUS0102",3,42,1,1997,0.38,524.4664,552.5082,547.8346,567.308,512.0034,4,5,5,5,4,"ACT","Urban","Male","Non-indigenous",3,4,4,4,4,4,4,4,4,1,4,4,4,3,1,2,2,2,2,3,2,3,2,2,3,2,2,2,3,2,3,2,3,2,2,3,3,2,1,4,2,3,3,2,2,3,3,4,2,3,3
"AUS0102",3,48,7,1996,0.87,710.8662,704.6347,707.7504,738.9079,770.8444,7,7,7,7,7,"ACT","Urban","Male","Non-indigenous",4,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,3,1,4,1,1,2,3,1,3,2,3,4,2,2,3,3,3,3,4,3,2,2,3,2,2,2
"AUS0102",3,50,4,1997,0.97,686.4854,662.3384,667.012,640.5281,631.9598,7,6,6,6,6,"ACT","Urban","Male","Non-indigenous",4,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,4,4,1,4,4,4,1,4,4,1,4,4,4,4,4,2,2,3,1,1,1
"AUS0102",3,53,1,1997,1.21,631.1809,599.2444,624.9494,604.697,638.1913,6,5,6,5,6,"ACT","Urban","Male","Non-indigenous",4,2,2,3,2,2,2,3,2,3,2,2,3,3,1,1,1,1,1,1,2,2,1,2,3,3,1,3,1,1,4,4,1,4,2,3,3,3,4,2,3,3,3,3,3,2,2,3,1,2,2
"AUS0102",3,54,7,1996,0.93,536.54,534.9821,520.1823,520.9612,545.8872,4,4,4,4,5,"ACT","Urban","Male","Non-indigenous",4,2,2,2,1,2,1,1,1,3,2,3,3,2,2,2,3,2,2,1,2,2,1,2,3,3,1,3,1,1,4,3,1,3,2,2,2,3,2,3,2,3,3,3,2,2,2,3,1,1,1
"AUS0102",3,59,6,1996,0.73,582.2636,559.6744,558.8955,589.274,578.3689,5,5,5,5,5,"ACT","Urban","Female","Non-indigenous",3,1,2,2,2,1,2,2,2,3,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,3,1,1,3,2,2,3,1,2,3,2,2,4,3,3,3,3,3,2,2,3,2,2,1
"AUS0514",4,64,4,1997,-0.45,449.9221,481.0796,490.4269,487.3111,481.0796,3,3,4,4,3,"SA","Urban","Female","Non-indigenous",1,4,4,4,4,2,2,3,2,2,3,3,4,4,2,3,2,2,2,3,2,3,2,2,3,3,2,3,2,2,3,2,2,2,2,2,3,1,1,2,2,2,2,3,2,2,2,3,2,3,3
"AUS0514",4,68,4,1997,-0.53,501.4878,476.5618,436.836,452.4147,457.0883,4,3,3,3,3,"SA","Urban","Female","Non-indigenous",1,3,3,3,3,2,2,3,2,3,3,3,3,3,1,3,2,2,2,2,2,3,2,3,3,3,2,3,2,2,3,3,2,3,2,3,2,3,3,3,2,2,2,3,2,2,2,3,2,2,2
"AUS0514",4,72,2,1997,-0.42,368.7568,356.2938,315.7891,297.0946,356.2938,2,1,1,1,1,"SA","Urban","Male","Non-indigenous",1,2,3,2,3,3,3,2,3,4,4,4,4,4,2,3,1,3,1,3,1,2,2,2,2,3,2,3,1,1,1,1,1,1,3,1,4,4,4,3,4,4,4,4,4,1,3,2,3,2,3
"AUS0514",4,74,3,1997,-1.18,321.1637,382.6998,356.9949,399.8364,328.1742,1,2,1,2,1,"SA","Urban","Female","Indigenous",1,3,3,3,3,3,3,3,3,2,4,3,4,4,3,2,3,3,2,3,2,3,2,2,1,2,2,3,2,2,1,3,2,4,2,2,2,2,2,1,2,3,3,2,3,3,3,3,3,3,4
"AUS0514",4,76,10,1996,-0.85,339.1572,352.3991,312.6733,339.9361,311.8944,1,1,1,1,1,"SA","Urban","Female","Non-indigenous",1,3,3,3,3,3,3,2,2,1,3,4,4,4,1,2,2,3,2,3,2,4,3,2,2,2,1,1,3,3,2,2,1,1,4,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2
"AUS0514",5,80,5,1996,0.36,500.3194,508.8877,475.3934,516.6771,491.7511,4,4,3,4,4,"SA","Urban","Female","Non-indigenous",3,4,4,4,4,1,1,2,2,3,2,2,3,3,1,2,2,1,1,2,2,3,1,1,4,3,1,3,2,1,4,2,1,4,2,3,2,2,1,3,1,2,3,3,2,3,3,4,1,2,3
"AUS0514",5,83,6,1996,-0.36,532.9568,526.7253,536.0726,501.7993,575.0195,4,4,4,4,5,"SA","Urban","Male","Non-indigenous",2,3,4,3,2,2,2,2,1,3,2,2,2,2,2,2,2,2,1,1,2,2,1,2,3,2,2,3,1,2,3,2,2,3,3,2,2,3,2,2,2,2,3,3,4,2,3,3,1,1,2
"AUS0514",5,85,10,1996,-0.27,457.4778,418.5309,464.4882,514.3402,442.678,3,2,3,4,3,"SA","Urban","Male","Non-indigenous",2,3,3,3,3,1,1,1,1,4,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,3,1,1,2,3,2,4,3,2,4,4,2,3,3,2,3,3,3,2,2,3,1,1,1
"AUS0514",5,89,4,1997,0.22,513.1718,496.8141,521.7401,530.3085,519.4033,4,4,4,4,4,"SA","Urban","Male","Non-indigenous",2,4,4,4,4,2,2,2,2,3,2,3,3,3,3,2,2,1,1,2,1,2,1,2,3,1,2,2,1,2,3,3,2,3,2,2,3,2,2,4,2,3,3,3,3,2,2,4,2,2,2
"AUS0514",5,95,1,1997,0.17,399.9922,414.0131,445.9495,428.8129,456.0757,2,2,3,3,3,"SA","Urban","Female","Non-indigenous",2,3,3,3,3,2,2,2,2,2,2,3,4,3,2,2,1,1,2,3,1,1,1,2,4,3,1,4,2,2,3,3,3,2,4,3,4,3,3,3,3,3,3,3,3,2,2,3,1,2,2
"AUS0515",6,97,9,1996,-0.27,439.7959,435.1223,395.3965,439.017,395.3965,3,3,2,3,2,"SA","Urban","Male","Non-indigenous",2,3,2,3,3,2,2,3,3,3,3,3,4,3,2,2,3,2,2,3,2,2,1,2,3,4,2,4,2,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2
"AUS0515",6,99,10,1996,0.7,446.7285,463.0862,476.3281,449.0653,484.8964,3,3,3,3,4,"SA","Urban","Female","Non-indigenous",3,4,4,4,4,2,4,4,4,1,3,3,4,3,1,1,2,1,3,3,2,2,1,3,2,3,2,3,3,3,2,3,3,3,3,2,3,2,3,2,2,3,3,3,2,3,2,4,2,2,1
"AUS0515",6,105,9,1996,1.15,531.4769,522.9086,513.5613,488.6353,489.4142,4,4,4,4,4,"SA","Urban","Male","Non-indigenous",4,4,3,3,3,3,3,2,2,2,3,3,3,3,2,1,1,2,1,2,3,2,2,1,3,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"AUS0515",6,106,9,1996,-2.18,382.6998,395.1628,385.0366,402.9522,386.5945,2,2,2,2,2,"SA","Urban","Female","Non-indigenous",1,2,1,2,1,1,1,1,2,3,2,2,2,3,3,3,2,2,2,2,1,3,1,1,2,2,1,4,2,3,2,2,2,4,3,4,4,3,4,3,3,3,4,4,2,2,2,3,2,2,3
"AUS0515",6,112,3,1997,1.23,620.8989,599.8676,655.1721,641.1513,594.415,6,5,6,6,5,"SA","Urban","Male","Non-indigenous",4,2,2,2,2,1,1,1,2,4,1,2,1,2,2,2,1,1,1,2,2,2,1,2,3,3,1,4,1,2,3,3,1,4,4,3,3,4,3,3,3,3,3,4,3,2,2,3,1,1,2
"AUS0411",7,118,5,1996,-0.91,388.3081,435.0444,410.8973,410.8973,407.7816,2,3,2,2,2,"QLD","Urban","Female","Indigenous",1,4,4,4,4,2,2,2,2,2,2,3,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,2,3,2,3,3,3,3,2,2,3,2,2,2,3,2,2,3
"AUS0411",7,119,3,1997,-0.43,395.0849,345.2329,388.0745,381.843,344.454,2,1,2,2,1,"QLD","Urban","Female","Non-indigenous",1,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3
"AUS0411",7,124,1,1997,0.79,371.0157,373.3525,370.2368,411.5205,402.1732,2,2,2,2,2,"QLD","Urban","Male","Non-indigenous",3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"AUS0411",7,128,2,1997,0.6,540.902,504.2919,537.0073,519.0918,525.3233,4,4,4,4,4,"QLD","Urban","Male","Non-indigenous",3,3,2,2,2,1,2,1,1,3,2,2,2,2,1,2,1,1,1,2,1,2,2,2,3,3,2,3,2,2,3,3,2,3,2,2,2,2,2,3,3,3,3,3,3,2,2,3,2,2,2
"AUS0411",7,129,7,1996,0.78,481.7028,463.7872,466.124,440.4191,533.8916,3,3,3,3,4,"QLD","Urban","Female","Non-indigenous",3,4,4,4,4,4,4,4,4,2,2,2,3,3,2,1,1,1,2,3,3,2,1,1,1,1,1,4,1,1,1,1,1,1,3,1,3,2,1,2,2,2,3,2,2,2,2,3,2,3,3
"AUS0103",8,136,2,1997,0.54,480.1449,486.3764,451.3242,513.6392,489.4921,3,4,3,4,4,"ACT","Urban","Male","Non-indigenous",3,4,4,4,4,3,3,3,2,2,3,3,4,1,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,2,2,3,3,2,2,3,2,2,3,3,2,2,3,3,2,2,3,3,2,3,2
"AUS0103",8,139,2,1997,-0.11,637.3345,609.2927,625.6504,634.2187,657.5869,6,6,6,6,6,"ACT","Urban","Male","Non-indigenous",2,3,4,3,2,3,3,3,3,3,2,1,2,3,2,2,2,1,1,3,2,3,1,2,3,3,1,4,1,1,3,3,1,4,2,2,3,3,2,2,3,3,3,3,2,1,2,3,2,3,2
"AUS0103",8,141,8,1996,-0.31,409.2616,448.2084,466.124,480.1449,468.4608,2,3,3,3,3,"ACT","Urban","Female","Non-indigenous",2,4,4,4,4,3,3,4,2,1,2,2,4,3,1,1,2,1,1,3,4,4,2,2,3,3,2,3,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,1,2,2,4,1,1,2
"AUS0103",8,146,12,1996,1.21,518.157,468.305,503.3572,487.7785,485.4417,4,3,4,4,4,"ACT","Urban","Female","Non-indigenous",4,3,3,3,3,2,2,2,2,2,3,4,4,4,2,2,2,2,2,3,3,3,1,4,3,3,2,2,2,2,4,2,2,3,1,2,1,2,3,2,2,2,2,2,3,2,2,3,2,2,2
"AUS0720",9,148,1,1997,-0.43,523.7654,472.3555,517.5339,501.9551,436.5244,4,3,4,4,3,"TAS","Rural","Female","Non-indigenous",1,3,3,3,3,1,2,2,1,2,3,3,4,4,1,2,3,2,2,3,2,3,1,3,3,3,2,3,1,3,3,3,1,2,2,3,2,2,3,2,2,2,2,3,2,2,2,3,1,2,1
"AUS0720",9,149,3,1997,-1.22,329.6542,352.2433,398.9796,324.2016,304.7282,1,1,2,1,1,"TAS","Rural","Female","Indigenous",1,2,3,2,2,2,2,3,2,2,2,3,3,2,2,2,3,3,3,2,3,2,2,2,3,3,2,2,2,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,3,2,3
"AUS0720",9,155,12,1996,-0.82,386.5945,361.6685,385.0366,364.7842,348.4265,2,2,2,2,1,"TAS","Rural","Male","Non-indigenous",1,3,2,2,2,2,2,2,2,2,2,3,2,4,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,2,3,3,2,2,2,4,4,2,4,2,2,3,3,2,2,2,2,3,2,2,3
"AUS0720",9,159,6,1996,-1.15,529.5295,539.6557,498.372,561.466,546.6661,4,4,4,5,5,"TAS","Rural","Male","Non-indigenous",1,4,1,1,2,1,1,3,1,3,2,2,1,3,1,1,1,1,1,2,2,3,1,1,4,2,1,4,1,1,3,3,1,3,3,3,2,2,1,3,3,3,3,3,2,2,2,3,2,2,2
"AUS0720",9,163,8,1996,-1.52,358.6306,375.7673,423.2824,336.8204,360.1885,2,2,3,1,2,"TAS","Rural","Male","Non-indigenous",1,4,4,4,2,3,2,2,2,2,2,2,3,3,4,4,1,3,1,4,2,1,2,2,1,2,2,2,3,2,1,2,2,2,2,1,2,2,2,4,2,2,2,3,1,2,2,3,2,2,3
"AUS0206",10,164,12,1996,1.17,672.854,688.4328,729.7165,653.3806,670.5172,7,7,7,6,7,"VIC","Urban","Male","Non-indigenous",4,3,2,3,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,2,2,1,1,3,3,2,4,2,2,2,2,2,3,2,2,1,2,1,2,2,3,3,3,2,1,1,2,2,2,1
"AUS0206",10,166,4,1997,1.16,575.7984,560.2197,578.1352,560.2197,563.3354,5,5,5,5,5,"VIC","Urban","Male","Non-indigenous",4,3,3,3,2,1,1,1,1,3,2,3,2,3,2,2,3,2,1,3,2,3,2,3,3,3,2,3,2,2,3,3,2,3,2,3,2,2,3,3,3,3,3,3,3,2,2,3,1,1,2
"AUS0206",10,167,11,1996,0.88,531.5548,581.4068,563.4912,585.3014,620.3536,4,5,5,5,6,"VIC","Urban","Male","Non-indigenous",4,4,2,3,2,2,2,2,2,3,2,3,4,3,1,2,2,2,2,3,3,4,1,1,3,4,2,3,2,1,3,3,1,3,1,3,2,2,4,3,2,3,3,3,2,2,2,3,2,2,2
"AUS0206",10,168,1,1997,1.19,522.0517,499.4625,568.788,532.1779,531.399,4,4,5,4,4,"VIC","Urban","Male","Non-indigenous",4,2,2,2,2,1,1,1,1,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,4,1,1,2,2,1,4,4,4,3,4,4,4,4,4,4,1,2,3,3,4,1,1,2
"AUS0206",10,171,4,1997,0.94,606.2549,615.6021,605.4759,624.9494,620.2757,5,6,5,6,6,"VIC","Urban","Male","Non-indigenous",4,3,3,3,3,2,2,1,2,3,3,3,2,3,1,1,2,1,1,2,2,2,2,2,3,2,2,3,1,1,2,2,2,2,2,2,3,2,2,3,2,3,3,3,3,2,2,3,1,1,1
"AUS0206",10,179,1,1997,0.42,690.6138,682.8244,702.2979,780.1916,707.7504,7,7,7,7,7,"VIC","Urban","Male","Non-indigenous",3,2,2,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,4,4,1,4,4,4,4,4,4,4,3,4,4,4,3,1,1,4,1,1,1
"AUS0205",11,189,6,1996,0.51,502.1109,548.8472,530.9316,509.9003,510.6792,4,5,4,4,4,"VIC","Provincial","Male","Non-indigenous",3,2,3,3,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,2,3,2,2,3,2,2,2,2,3,3,4,3,3,2,2,2,2,2,2,2,3,2,2,2
"AUS0205",11,190,11,1996,-0.08,461.0609,457.1662,450.9347,460.282,426.7877,3,3,3,3,3,"VIC","Provincial","Male","Non-indigenous",2,3,3,3,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,3,2,4,4,4,2,3,3,3,3,3,3,2,3,3,2,2,2
"AUS0205",11,192,1,1997,0.51,450.4674,427.8782,426.3203,452.8042,472.2776,3,3,3,3,3,"VIC","Provincial","Male","Non-indigenous",3,3,4,3,3,3,3,3,3,2,2,2,2,2,3,2,3,2,2,2,4,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"AUS0205",11,196,7,1996,-1.35,374.0536,383.4008,358.4748,367.0432,374.0536,2,2,2,2,2,"VIC","Provincial","Male","Indigenous",1,3,3,3,2,2,3,2,2,3,2,2,3,2,1,2,1,3,2,3,1,2,2,2,2,2,2,2,2,2,2,3,2,3,4,3,3,3,2,3,2,3,3,3,3,3,3,3,2,2,2
"AUS0204",12,200,9,1996,0.66,459.0357,502.6562,459.8146,459.8146,464.4882,3,4,3,3,3,"VIC","Urban","Female","Non-indigenous",3,4,4,4,3,3,3,2,3,2,3,3,4,4,1,3,4,2,3,3,3,3,3,2,3,2,2,2,2,2,3,3,2,2,1,3,2,2,3,2,2,2,3,2,2,3,3,4,2,2,3
"AUS0204",12,207,3,1997,0.2,416.0383,435.5118,411.3647,503.2793,426.1645,2,3,2,4,3,"VIC","Urban","Male","Non-indigenous",2,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,2,3,2,2,3,3,2,2,2,3,2,2,2
"AUS0204",12,208,2,1997,0.66,471.4208,416.1162,429.3582,402.8743,444.158,3,2,3,2,3,"VIC","Urban","Male","Indigenous",3,3,4,4,3,2,2,2,2,2,3,4,4,4,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,3,2,2,2,3,1,2,2,2,2,3,2,1,2,1,2,3,3,3,2,2,3
"AUS0204",12,213,10,1996,0.15,449.7663,408.4826,397.5775,476.2502,390.5671,3,2,2,3,2,"VIC","Urban","Female","Non-indigenous",2,3,4,4,4,3,4,4,4,1,3,4,4,4,1,3,2,1,1,3,1,2,2,2,2,1,2,3,2,2,2,1,2,3,1,1,1,1,1,1,2,1,2,1,1,2,3,4,2,2,4
"AUS0204",12,215,1,1997,0.94,616.3032,601.5033,616.3032,599.9455,611.6295,6,5,6,5,6,"VIC","Urban","Female","Non-indigenous",4,3,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,2,2,1,1,4,3,1,4,1,1,4,4,1,4,3,1,2,4,2,4,3,3,3,4,4,2,3,3,1,1,3
"AUS0204",12,218,11,1996,0.7,405.9121,416.0383,395.007,366.9653,438.6275,2,2,2,2,3,"VIC","Urban","Female","Indigenous",3,3,4,4,3,3,2,3,2,1,3,4,4,4,3,3,3,2,2,3,2,3,2,2,3,3,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,3,2
"AUS0204",12,220,8,1996,-0.2,407.8595,402.4069,360.3443,375.1441,397.7333,2,2,2,2,2,"VIC","Urban","Female","Non-indigenous",2,4,4,4,4,3,4,4,4,1,3,3,4,4,1,2,2,2,3,3,3,2,2,2,2,1,2,2,2,2,3,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,3,4,2,3,2
"AUS0204",12,222,8,1996,-1.22,409.651,407.3142,429.1245,439.2507,385.504,2,2,3,3,2,"VIC","Urban","Male","Non-indigenous",1,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3
"AUS0204",12,223,2,1997,0.5,437.6149,390.0997,397.8891,383.8682,441.5096,3,2,2,2,3,"VIC","Urban","Female","Non-indigenous",3,4,4,4,4,2,2,4,3,1,4,4,4,4,1,3,3,2,3,4,4,4,2,2,3,1,2,3,3,2,3,2,3,2,1,2,3,2,2,4,2,1,1,2,2,3,3,4,2,3,4
"AUS0102",13,229,6,1996,0.96,612.6422,644.5786,650.0312,623.5473,611.8632,6,6,6,6,6,"ACT","Urban","Male","Non-indigenous",4,2,4,4,2,2,2,2,2,2,2,3,3,3,2,1,1,2,1,1,1,2,2,3,2,3,3,3,2,3,2,3,2,3,2,3,2,2,3,2,3,3,3,3,3,2,2,3,2,2,2
"AUS0102",13,231,5,1996,0.57,637.3345,627.9872,636.5555,641.2292,694.1969,6,6,6,6,7,"ACT","Urban","Female","Non-indigenous",3,2,2,2,2,1,1,1,2,3,2,3,3,3,1,1,1,1,1,1,1,1,2,3,3,3,2,3,2,3,3,3,2,3,2,3,4,4,4,4,1,3,3,3,2,2,2,2,2,2,2
"AUS0102",13,233,7,1996,1.62,595.4276,498.0604,593.8698,570.5016,578.291,5,4,5,5,5,"ACT","Urban","Male","Non-indigenous",4,4,3,2,2,2,2,2,2,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,2,4,1,3,3,2,3,3,2,3,4,2,3,3,2,3,2,2,2,2,2,4,4,4,4,4,4
"AUS0102",13,234,5,1996,0.45,546.1988,585.9246,558.6618,537.6305,560.2197,5,5,5,4,5,"ACT","Urban","Female","Non-indigenous",3,4,4,4,4,3,2,2,2,1,4,3,4,4,1,3,1,1,1,3,2,3,4,3,1,3,3,3,4,3,1,4,4,2,1,4,4,1,4,4,2,2,3,1,1,1,1,3,2,2,3
"AUS0102",13,239,9,1996,0.63,612.0969,609.7601,601.9707,633.9072,593.4024,6,6,5,6,5,"ACT","Urban","Male","Non-indigenous",3,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,2,1,2,3,3,3,3,4,4,4,4,3,4,3,3,3,3,3,3,2,4,2,1,1
"AUS0102",13,242,5,1996,0.65,628.8441,704.401,663.1173,678.6961,678.6961,6,7,6,7,7,"ACT","Urban","Female","Non-indigenous",3,2,2,2,2,1,2,2,2,3,2,3,3,2,1,1,1,1,1,2,1,2,1,1,4,4,1,4,2,2,4,4,2,4,2,3,2,3,3,2,2,3,3,3,2,3,3,4,2,2,2
"AUS0102",13,243,5,1996,1.1,480.9238,535.4494,491.8289,515.976,491.8289,3,4,4,4,4,"ACT","Urban","Female","Non-indigenous",4,4,3,4,4,4,3,4,4,4,4,4,4,4,2,3,4,1,1,4,4,3,3,2,2,3,2,3,3,3,1,2,3,4,1,2,3,4,4,3,4,4,4,1,1,4,4,4,4,4,2
"AUS0719",14,250,9,1996,0.72,554.9229,503.513,480.9238,503.513,499.6183,5,4,3,4,4,"TAS","Urban","Female","Non-indigenous",3,3,3,3,3,3,2,3,2,3,2,2,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,3,2,2,2,1,2,3,3,1,4,2,1,2,2,3,3,3,2,3,3,3,2,2,3
"AUS0719",14,253,4,1997,0.51,535.8389,547.523,546.744,521.0391,557.6492,4,5,5,4,5,"TAS","Urban","Male","Non-indigenous",3,2,1,1,2,1,1,1,1,3,1,2,1,2,2,2,2,2,1,2,1,2,1,1,3,3,1,4,1,1,3,3,1,4,4,3,4,3,3,3,4,3,3,4,1,2,3,3,1,1,2
