"STRATUM","SCHOOLID","StIDStd","BIRTHMONTH","BIRTHYEAR","ESCS","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV1MATH_LEVEL","PV2MATH_LEVEL","PV3MATH_LEVEL","PV4MATH_LEVEL","PV5MATH_LEVEL","STATE","GEOLOC","GENDER","INDIG","ESCS_Q","ST29Q01","ST29Q03","ST29Q04","ST29Q06","ST29Q02","ST29Q05","ST29Q07","ST29Q08","ST42Q02","ST42Q04","ST42Q06","ST42Q07","ST42Q09","ST37Q01","ST37Q02","ST37Q03","ST37Q04","ST37Q05","ST37Q06","ST37Q07","ST37Q08","ST91Q01","ST91Q02","ST91Q03","ST91Q04","ST91Q05","ST91Q06","ST43Q01","ST43Q02","ST43Q03","ST43Q04","ST43Q05","ST43Q06","ST44Q01","ST44Q03","ST44Q04","ST44Q05","ST44Q07","ST44Q08","ST42Q01","ST42Q03","ST42Q05","ST42Q08","ST42Q10","ST35Q01","ST35Q02","ST35Q03","ST35Q04","ST35Q05","ST35Q06"
"AUS0617",543,10096,9,1996,-0.64,429.5918,473.2123,472.4334,502.812,435.8233,3,3,3,4,3,"WA","Provincial","Female","Indigenous",1,3,3,3,2,2,2,2,2,3,2,3,2,3,3,2,3,2,2,3,2,3,2,2,2,3,2,3,2,2,2,3,2,3,4,3,3,2,2,3,3,3,3,3,2,2,2,3,2,2,3
"AUS0617",543,10102,2,1997,-1.58,414.6362,386.5945,347.6476,374.9104,380.363,2,2,1,2,2,"WA","Provincial","Female","Indigenous",1,3,2,3,2,2,2,2,1,2,3,1,2,2,2,3,2,3,3,2,2,2,1,1,2,3,2,3,1,1,1,3,1,3,4,4,4,3,4,4,2,2,1,2,1,2,2,3,1,1,3
"AUS0617",543,10104,2,1997,-0.06,322.7216,383.4787,348.4265,403.7311,354.658,1,2,1,2,1,"WA","Provincial","Male","Indigenous",2,3,2,2,2,2,2,3,2,4,2,3,2,3,2,1,1,2,2,1,2,3,2,2,2,3,2,2,2,1,2,1,3,1,2,1,3,2,1,2,3,2,2,2,2,2,3,3,3,2,2
"AUS0617",543,10107,5,1996,-1.1,449.3768,455.6084,563.8807,515.5865,506.2393,3,3,5,4,4,"WA","Provincial","Male","Indigenous",1,3,3,3,3,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,2,3,3,2,2,2,3,2,2,2
"AUS0617",543,10108,11,1996,-0.63,524.6222,491.9068,526.1801,548.7693,498.1383,4,4,4,5,4,"WA","Provincial","Female","Indigenous",1,3,3,3,2,3,2,3,2,2,3,2,3,3,3,1,1,1,1,3,1,1,1,1,4,2,1,3,2,2,4,2,2,3,1,1,3,4,2,2,2,2,3,2,1,3,3,3,2,2,2
"AUS0617",543,10115,7,1996,-1.49,449.7663,479.3659,419.3878,493.3868,451.3242,3,3,2,4,3,"WA","Provincial","Female","Indigenous",1,3,4,4,4,3,3,3,3,3,2,2,3,3,2,2,2,2,4,4,4,3,1,1,3,3,1,4,2,2,3,3,2,3,1,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2,2
"AUS0617",543,10116,4,1997,-0.57,381.7651,370.8599,414.4804,387.9966,409.0279,2,2,2,2,2,"WA","Provincial","Female","Non-indigenous",1,4,4,4,3,3,3,3,2,1,3,3,4,4,3,3,3,2,3,1,3,3,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,1,2,1,3,3,3,2,2,3
"AUS0617",543,10118,7,1996,1.05,346.3234,346.3234,380.5967,369.6915,414.8699,1,1,2,2,2,"WA","Provincial","Male","Indigenous",4,3,2,2,2,2,2,2,2,3,2,3,3,3,1,3,3,1,1,2,3,2,1,3,2,3,1,3,2,2,2,3,2,2,2,3,1,3,2,2,3,3,2,3,2,2,2,4,2,2,2
"AUS0617",543,10119,11,1996,-1.34,333.5488,351.4644,341.3382,321.0858,402.8743,1,1,1,1,2,"WA","Provincial","Female","Indigenous",1,3,3,3,3,2,3,2,3,1,4,3,4,2,3,3,3,3,3,3,2,3,3,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3
"AUS0308",544,10123,5,1996,-0.76,561.2323,549.5482,546.4325,530.0748,574.4742,5,5,5,4,5,"NSW","Urban","Female","Non-indigenous",1,2,2,3,2,1,2,2,2,1,4,3,4,4,1,2,3,2,1,3,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,3,4,4,1,1,1,1,1,1,1,1,1,1,2
"AUS0308",544,10124,3,1997,-0.01,481.7028,416.272,460.6714,448.2084,452.1031,3,2,3,3,3,"NSW","Urban","Female","Non-indigenous",2,2,3,2,2,2,2,3,2,2,3,2,3,2,2,3,4,2,1,3,1,3,2,3,3,3,2,3,2,2,3,3,2,3,3,4,4,3,4,3,2,3,3,3,2,2,2,3,2,2,3
"AUS0308",544,10131,6,1996,0.66,529.8411,593.714,596.8297,469.084,520.4938,4,5,5,3,4,"NSW","Urban","Female","Non-indigenous",3,3,3,4,3,1,1,3,2,4,1,2,3,2,1,1,2,2,1,2,2,2,1,1,3,2,1,4,1,1,3,2,1,4,3,2,2,2,2,2,4,4,4,4,2,1,1,3,2,2,3
"AUS0308",544,10135,8,1996,0.67,654.6269,620.3536,599.3223,598.5434,603.9959,6,6,5,5,5,"NSW","Urban","Female","Non-indigenous",3,4,2,2,3,1,1,1,1,3,2,3,4,2,1,3,1,1,1,3,1,2,1,2,3,3,1,4,1,2,3,3,1,4,1,2,2,3,3,4,1,3,2,3,1,2,3,3,1,1,2
"AUS0308",544,10137,6,1996,0.89,493.231,504.9151,494.01,445.7158,504.9151,4,4,4,3,4,"NSW","Urban","Female","Non-indigenous",4,3,2,2,2,1,1,1,1,3,2,3,3,4,1,2,3,2,2,4,3,2,1,2,2,2,1,2,1,1,4,1,1,3,1,1,3,1,4,4,3,3,3,4,1,3,3,3,1,2,1
"AUS0720",545,10141,5,1996,-0.72,466.7472,470.6418,490.8942,437.9265,465.9682,3,3,4,3,3,"TAS","Urban","Male","Non-indigenous",1,3,3,3,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,3,3,2,2,3,2,2,3
"AUS0720",545,10147,10,1996,-1.45,416.1941,351.5423,371.7947,413.8573,358.5527,2,1,2,2,2,"TAS","Urban","Male","Indigenous",1,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,3,2,2,3,3,2,1,1,2,3,2,2,2,2,2,3,2,3,2,3,4,3,2,2,3,3,3,3,2,2,2,2,2,2,2
"AUS0720",545,10148,8,1996,-0.93,395.7859,392.6702,434.7328,419.933,440.9643,2,2,3,2,3,"TAS","Urban","Female","Non-indigenous",1,4,4,4,4,2,2,2,2,1,3,4,4,4,1,2,3,2,3,4,3,4,1,1,2,3,1,3,2,1,2,3,1,1,1,3,3,2,2,1,1,1,1,1,1,1,3,4,1,2,3
"AUS0720",545,10149,12,1996,-0.19,561.7775,529.8411,578.1352,480.768,553.9882,5,4,5,3,5,"TAS","Urban","Female","Non-indigenous",2,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,3,3,2,3,2,3,1,1,3,3,1,3,2,2,3,3,2,3,2,3,2,1,3,4,2,2,2,3,1,3,2,4,1,1,2
"AUS0205",546,10153,2,1997,-0.84,447.4295,439.6401,389.0092,404.5879,404.5879,3,3,2,2,2,"VIC","Urban","Male","Non-indigenous",1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,2,1,4,3,2,1,1,1,3,4,1,1,1,1,4,4
"AUS0205",546,10156,5,1996,0.17,528.3611,583.6657,515.1192,543.9399,503.4351,4,5,4,4,4,"VIC","Urban","Female","Non-indigenous",2,3,3,2,2,2,2,2,2,3,2,2,2,3,1,1,1,2,2,1,3,2,1,1,3,2,1,4,1,2,3,2,2,3,1,2,3,2,3,4,2,3,3,3,2,2,2,3,2,2,2
"AUS0205",546,10159,2,1997,1.03,525.9464,519.7149,529.8411,552.4303,514.2623,4,4,4,5,4,"VIC","Urban","Female","Non-indigenous",4,3,3,3,3,2,2,2,2,2,2,3,3,1,2,2,3,2,2,3,2,3,2,2,3,2,2,3,1,1,4,4,1,3,2,2,2,2,3,3,1,3,3,3,1,2,3,4,1,1,2
"AUS0205",546,10160,2,1997,-1.07,443.4569,436.4465,425.5414,423.2045,420.0888,3,3,3,3,3,"VIC","Urban","Female","Non-indigenous",1,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,2,3,1,1,3,3,2,4,2,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2
"AUS0205",546,10161,6,1996,0.8,430.9939,402.1732,423.2045,427.0992,409.9626,3,2,3,3,2,"VIC","Urban","Male","Non-indigenous",3,4,3,3,3,2,2,1,1,1,4,4,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1
"AUS0205",546,10162,3,1997,-0.5,515.8202,560.2197,550.0935,543.862,549.3145,4,5,5,4,5,"VIC","Urban","Female","Non-indigenous",1,4,3,4,3,3,3,3,2,2,2,3,4,3,1,1,2,1,2,2,3,3,2,3,3,3,2,3,2,3,3,3,2,3,3,2,3,2,2,3,3,3,3,3,3,2,3,3,3,4,2
"AUS0205",546,10164,1,1997,0.62,371.7168,420.0109,408.3268,399.7585,347.5697,2,3,2,2,1,"VIC","Urban","Female","Non-indigenous",3,4,3,3,3,3,2,3,2,2,3,3,3,2,1,2,2,1,2,2,2,2,2,2,3,4,2,3,2,2,3,4,3,2,3,4,4,2,3,2,2,3,3,3,2,2,3,3,2,2,3
"AUS0410",547,10171,2,1997,0.28,574.7858,542.0704,600.4907,539.7336,584.133,5,4,5,4,5,"QLD","Urban","Male","Non-indigenous",3,3,3,3,2,1,1,1,1,3,2,3,3,2,1,2,1,2,1,2,1,2,1,1,4,4,4,4,1,1,4,4,1,4,3,4,4,2,3,4,3,4,3,4,2,2,2,4,1,1,2
"AUS0410",547,10176,1,1997,1.5,716.3187,664.9089,661.0142,689.8349,650.888,7,6,6,7,6,"QLD","Urban","Male","Non-indigenous",4,2,2,2,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,4,1,1,3,4,1,4,3,4,1,3,4,1,3,3,3,4,3,2,2,3,1,1,1
"AUS0410",547,10178,3,1997,0.57,450.4674,448.9095,447.3516,447.3516,451.2463,3,3,3,3,3,"QLD","Urban","Male","Non-indigenous",3,3,2,2,2,2,1,1,1,3,2,3,3,3,2,1,1,1,1,1,2,2,1,1,2,4,1,3,1,1,2,4,1,3,3,4,3,3,4,2,2,2,3,4,2,2,2,3,1,1,1
"AUS0410",547,10179,3,1997,0.41,566.3733,590.5203,567.1522,546.1209,573.3837,5,5,5,5,5,"QLD","Urban","Male","Non-indigenous",3,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,4,4,1,4,2,2,3,3,3,4,2,3,3,4,3,2,3,3,1,1,2
"AUS0410",547,10181,3,1997,0.84,571.9037,572.6827,595.2718,569.5669,569.5669,5,5,5,5,5,"QLD","Urban","Male","Non-indigenous",4,2,3,3,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,2,3,1,1,2,2,2,3,2,2,2,2,2,3,4,4,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2
"AUS0410",547,10184,11,1996,0.65,566.6069,574.3963,596.2066,605.5538,605.5538,5,5,5,5,5,"QLD","Urban","Male","Non-indigenous",3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2,4,2,2,3,3,2,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,1,2
"AUS0410",548,10190,9,1996,-1.06,370.1589,444.9369,469.084,388.0745,389.6323,2,3,3,2,2,"QLD","Urban","Male","Non-indigenous",1,3,4,4,3,2,2,2,2,1,4,4,4,4,1,3,3,2,2,3,3,3,1,1,3,3,2,1,2,2,3,3,2,1,1,3,1,1,4,1,1,2,1,1,1,2,2,4,2,2,2
"AUS0410",548,10196,12,1996,0.61,537.8642,564.348,529.2958,533.1905,547.9903,4,5,4,4,5,"QLD","Urban","Male","Non-indigenous",3,4,2,3,2,2,2,2,2,3,3,3,3,3,2,2,3,2,2,3,2,2,2,1,3,2,2,3,2,2,3,3,2,3,3,3,2,2,3,3,2,3,3,3,3,2,2,3,1,1,2
"AUS0410",548,10198,2,1997,0.39,563.2575,620.8989,607.657,550.7945,588.9625,5,6,6,5,5,"QLD","Urban","Male","Non-indigenous",3,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,1,4,1,1,3,3,1,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2
"AUS0410",548,10199,2,1997,0.8,599.7118,578.6805,598.9329,602.0486,595.8171,5,5,5,5,5,"QLD","Urban","Male","Non-indigenous",3,2,2,2,1,2,2,1,2,3,1,2,1,2,2,2,2,3,1,3,3,1,2,1,1,3,1,3,1,2,1,3,1,3,4,4,4,4,4,4,3,3,3,3,3,2,1,2,1,1,2
"AUS0410",548,10201,5,1996,1.45,495.6457,499.5404,491.7511,488.6353,456.6989,4,4,4,4,3,"QLD","Urban","Male","Non-indigenous",4,3,2,3,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,3,3,2,3,3,3,2,2,2,3,2,3,3,3,2,2,3,3,2,2,2
"AUS0410",548,10205,5,1996,1.04,521.5844,484.9743,519.2475,481.8585,523.1422,4,4,4,3,4,"QLD","Urban","Male","Non-indigenous",4,3,3,3,3,2,2,2,1,2,3,2,3,3,1,2,2,2,2,2,2,3,1,2,3,3,2,3,2,2,3,3,2,3,2,2,3,3,2,2,3,3,3,3,2,2,3,3,1,2,2
"AUS0721",549,10210,9,1996,1.48,488.3237,466.5135,443.9243,506.2393,429.9034,4,3,3,4,3,"TAS","Provincial","Male","Non-indigenous",4,3,2,3,3,3,2,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,2,2,2,3,2,3,2,2,3,3,2,3,3,2,3,2,2,4,3,3,3,3,2,2,2,3,2,3,3
"AUS0721",549,10211,10,1996,1.1,559.6744,523.0643,567.4638,523.8433,519.9486,5,4,5,4,4,"TAS","Provincial","Female","Non-indigenous",4,3,3,3,3,1,1,1,1,3,2,2,3,2,1,1,1,1,1,2,1,3,1,2,2,3,1,3,1,1,2,4,1,4,4,4,3,3,4,1,1,2,3,4,1,3,2,3,1,1,2
"AUS0721",549,10214,6,1996,0.47,496.6584,478.7428,495.1005,477.9639,474.8481,4,3,4,3,3,"TAS","Provincial","Male","Non-indigenous",3,4,4,4,4,4,4,4,4,1,4,4,4,2,1,2,4,1,1,2,1,2,1,2,1,2,1,1,2,3,2,1,1,1,3,1,2,2,2,2,1,1,4,4,4,2,3,4,2,4,4
"AUS0721",549,10217,6,1996,1.63,534.5926,565.7501,562.6344,576.6552,527.5822,4,5,5,5,4,"TAS","Provincial","Female","Non-indigenous",4,3,2,2,2,1,1,2,1,3,2,2,2,2,2,2,2,2,1,2,1,3,2,2,4,3,2,4,1,2,3,4,2,4,2,2,3,2,3,3,3,3,3,4,4,2,2,3,1,1,1
"AUS0721",549,10218,2,1997,0.41,628.0651,658.4437,578.9921,617.9389,637.4124,6,6,5,6,6,"TAS","Provincial","Female","Non-indigenous",3,1,3,2,2,2,2,1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,2,3,2,3,1,4,2,3,2,3,2,3,1,3,4,2,2,4,2,3,1,3,1,2,3,4,1,1,3
"AUS0721",549,10224,10,1996,1.24,466.7472,463.6314,448.8316,484.6627,483.1048,3,3,3,4,4,"TAS","Provincial","Female","Non-indigenous",4,1,2,2,2,1,2,1,1,3,3,3,1,3,4,2,2,2,1,3,1,3,1,1,2,3,1,2,1,1,2,3,1,3,1,2,1,1,1,3,1,1,1,3,1,2,2,4,1,2,3
"AUS0309",550,10227,12,1996,1.18,627.2083,606.177,607.7348,634.2187,638.8924,6,5,6,6,6,"NSW","Urban","Male","Non-indigenous",4,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,3,1,1,4,4,1,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,1,1,1
"AUS0309",550,10228,11,1996,1.61,540.5125,538.9547,541.2915,557.6492,502.3446,4,4,4,5,4,"NSW","Urban","Female","Non-indigenous",4,3,3,3,2,1,1,1,1,3,2,2,3,3,1,2,2,2,1,1,1,3,1,2,2,1,1,3,1,1,1,2,1,2,3,4,4,2,4,3,2,2,2,3,2,2,2,4,2,2,2
"AUS0309",550,10229,1,1997,0.87,480.8459,465.2672,491.7511,501.8772,535.3716,3,3,4,4,4,"NSW","Urban","Male","Non-indigenous",4,3,2,3,2,1,2,1,1,3,3,3,2,3,1,2,1,1,1,3,1,2,2,2,3,3,2,3,2,2,3,3,2,3,3,3,4,2,2,2,2,3,3,3,2,2,3,3,2,2,3
"AUS0309",550,10231,2,1997,0.93,547.9903,576.0321,608.7475,567.4638,592.3898,5,5,6,5,5,"NSW","Urban","Male","Non-indigenous",4,3,2,3,3,2,2,3,2,4,2,2,2,2,1,3,1,1,1,3,1,3,1,2,4,2,2,4,2,2,4,4,2,4,2,2,4,3,3,4,3,4,4,4,2,2,2,3,1,2,2
"AUS0309",550,10234,12,1996,1.85,515.1192,497.9826,508.1087,531.4769,533.0347,4,4,4,4,4,"NSW","Urban","Male","Non-indigenous",4,3,3,3,3,2,2,2,3,2,3,3,3,3,2,2,2,2,1,3,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,2,2,3,1,1,2
"AUS0309",550,10236,3,1997,1.62,614.6674,595.9729,645.8249,633.3619,645.046,6,5,6,6,6,"NSW","Urban","Female","Non-indigenous",4,2,1,1,1,2,2,1,1,4,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,4,1,4,1,1,4,4,1,4,4,3,3,4,3,3,4,4,4,4,3,2,2,2,1,1,1
"AUS0206",551,10246,6,1996,-0.24,295.3809,394.306,363.1485,346.0118,391.1902,1,2,2,1,2,"VIC","Urban","Male","Non-indigenous",2,3,3,3,2,2,3,2,2,3,2,2,3,3,2,2,3,3,2,3,2,2,2,2,3,3,2,2,2,2,3,3,2,2,2,4,4,3,3,2,2,2,2,3,2,2,2,3,2,2,2
"AUS0616",552,10249,5,1996,0.25,454.3621,481.6249,518.2349,476.1723,533.8137,3,3,4,3,4,"WA","Urban","Male","Non-indigenous",2,4,3,3,3,2,2,2,2,4,1,2,3,3,2,3,3,2,2,2,1,3,1,1,2,3,2,3,1,1,2,2,1,3,3,4,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2
"AUS0616",552,10252,9,1996,0.88,617.861,643.566,589.8193,575.7984,638.8924,6,6,5,5,6,"WA","Urban","Male","Non-indigenous",4,1,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,2,1,3,1,1,3,4,1,3,1,1,3,3,1,3,4,4,4,3,3,4,3,4,3,4,4,1,2,3,1,1,1
"AUS0616",552,10253,9,1996,0.95,676.5929,646.2144,664.9089,667.2457,595.5834,7,6,6,6,5,"WA","Urban","Male","Non-indigenous",4,3,3,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,3,3,2,3,1,2,3,3,2,4,2,2,2,2,2,2,2,3,3,4,1,2,3,3,1,1,2
"AUS0616",552,10255,7,1996,0.5,489.2585,464.3325,472.1218,459.6588,483.8059,4,3,3,3,4,"WA","Urban","Female","Non-indigenous",3,4,4,4,4,3,4,2,2,1,3,4,4,4,2,2,4,2,1,4,1,4,2,2,2,1,1,2,2,2,2,1,1,2,2,3,4,2,2,2,1,1,1,1,1,3,3,3,2,2,2
"AUS0616",552,10256,5,1996,1.24,462.2293,461.4504,424.0614,402.2511,481.7028,3,3,3,2,3,"WA","Urban","Female","Non-indigenous",4,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,2,2,2,3,2,2,2,3,3,3,2,2,2,3,3,3,2,3,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2
"AUS0616",552,10261,8,1996,0.88,579.3815,614.4337,570.8132,584.0551,580.9394,5,6,5,5,5,"WA","Urban","Male","Non-indigenous",4,2,2,2,3,3,1,4,2,3,2,3,4,4,1,2,2,1,1,1,1,3,1,1,1,1,2,4,1,1,1,2,2,4,1,1,4,2,2,4,2,3,3,4,2,1,1,4,1,1,4
"AUS0616",552,10262,1,1997,-0.92,501.5657,458.7241,489.1027,471.1871,431.4613,4,3,4,3,3,"WA","Urban","Female","Non-indigenous",1,3,2,3,2,1,1,1,1,3,2,2,3,3,2,3,2,2,1,2,3,3,1,1,2,2,1,3,1,1,2,3,1,3,3,2,2,3,2,2,2,3,3,2,1,2,2,3,2,1,2
"AUS0206",553,10267,7,1996,1.5,497.2036,485.5196,530.6979,494.8668,501.8772,4,4,4,4,4,"VIC","Urban","Female","Non-indigenous",4,4,4,4,4,3,2,4,2,1,3,4,4,4,3,2,3,2,1,4,3,4,2,2,1,2,2,3,2,3,1,3,2,2,1,2,2,2,3,1,2,2,2,2,1,2,2,2,1,2,1
"AUS0206",553,10272,10,1996,0.39,252.773,259.7835,322.8774,297.1725,294.8356,1,1,1,1,1,"VIC","Urban","Male","Non-indigenous",3,3,3,2,2,2,3,3,2,3,3,3,2,2,2,3,2,3,2,3,2,3,2,2,2,2,2,2,2,3,4,3,2,1,1,2,3,4,3,2,2,2,2,3,3,2,3,2,3,2,3
"AUS0206",553,10276,11,1996,0.58,525.8685,543.7841,531.3211,557.026,544.563,4,4,4,5,4,"VIC","Urban","Male","Non-indigenous",3,3,4,3,3,1,2,1,2,4,2,2,1,2,2,1,2,2,1,3,1,3,1,1,3,3,2,3,2,2,4,3,1,4,2,3,3,3,4,1,3,4,4,4,2,1,2,4,1,1,1
"AUS0206",553,10277,11,1996,1.21,547.8346,563.4133,536.9294,573.5395,565.7501,5,5,4,5,5,"VIC","Urban","Male","Non-indigenous",4,2,3,3,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,2,3,1,3,3,1,3,1,2,2,4,1,3,2,3,1,1,1
"AUS0206",553,10278,5,1996,0.73,307.9218,309.4797,326.6163,277.5432,316.4901,1,1,1,1,1,"VIC","Urban","Male","Non-indigenous",3,2,1,3,4,3,2,3,2,4,1,2,1,3,1,3,4,3,3,2,4,3,1,2,3,2,2,2,2,4,3,2,2,3,3,4,3,3,3,3,3,3,2,1,2,1,2,3,2,2,3
"AUS0206",553,10282,8,1996,1.24,526.4917,518.7023,546.744,551.4177,542.8494,4,4,5,5,4,"VIC","Urban","Female","Non-indigenous",4,2,3,3,3,2,2,3,2,3,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,3,2,3,1,1,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,2,2,3,2,2,2
"AUS0514",554,10284,11,1996,0.05,313.8417,319.2943,302.1577,306.8313,320.0732,1,1,1,1,1,"SA","Urban","Male","Indigenous",2,3,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,1,2,3,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,1,1,2
"AUS0514",554,10287,12,1996,0.01,296.2377,208.9967,274.4275,294.6799,284.5537,1,1,1,1,1,"SA","Urban","Female","Indigenous",2,3,2,3,2,2,2,2,1,2,1,1,3,1,2,3,3,3,1,2,3,4,1,1,2,3,1,3,1,1,3,1,2,1,2,3,2,2,3,3,2,3,1,3,2,2,2,2,1,1,2
"AUS0514",554,10293,11,1996,-1.02,444.4695,431.2276,449.1432,460.8272,453.0379,3,3,3,3,3,"SA","Urban","Female","Non-indigenous",1,3,2,2,2,1,1,1,2,3,2,2,2,2,3,3,4,2,2,4,3,4,2,2,3,3,2,3,1,1,2,3,1,2,2,3,2,1,4,4,3,3,3,3,3,2,2,4,2,2,3
"AUS0514",554,10297,9,1996,-0.89,423.1267,402.0953,432.4739,465.1893,398.2007,3,2,3,3,2,"SA","Urban","Female","Non-indigenous",1,3,2,2,3,2,2,2,2,2,2,4,4,3,3,3,3,2,3,2,1,3,2,1,1,2,2,3,2,2,2,3,2,3,2,4,2,2,3,3,2,3,3,1,1,3,2,3,2,3,3
"AUS0514",554,10298,11,1996,0.18,476.3281,500.4752,449.8442,448.2863,481.7807,3,4,3,3,3,"SA","Urban","Female","Non-indigenous",2,3,3,3,3,2,2,3,2,3,2,2,3,3,2,2,2,2,1,3,1,3,2,2,3,3,2,2,2,2,3,3,2,3,3,3,1,3,3,3,2,3,3,3,3,2,3,3,2,2,3
"AUS0411",555,10301,8,1996,0.71,501.7993,489.3363,522.8307,490.1153,529.0622,4,4,4,4,4,"QLD","Urban","Male","Non-indigenous",3,4,3,2,3,3,3,3,2,2,3,3,3,3,2,2,3,2,1,2,4,3,1,1,2,3,1,3,2,3,1,2,2,1,3,2,3,4,1,1,2,2,3,2,2,1,2,3,2,3,4
"AUS0411",555,10302,6,1996,0.72,469.1619,489.4142,459.0357,534.5926,467.604,3,4,3,4,3,"QLD","Urban","Female","Indigenous",3,2,2,2,2,2,2,3,2,3,2,2,2,2,1,2,2,1,1,2,3,2,1,1,3,3,1,4,1,1,3,2,1,3,2,2,2,3,4,2,3,3,3,3,2,2,2,2,1,2,1
"AUS0411",555,10305,2,1997,-0.82,388.3081,398.4343,412.4552,486.4543,393.7607,2,2,2,4,2,"QLD","Urban","Female","Non-indigenous",1,2,1,2,2,1,2,2,1,3,2,2,3,2,2,3,2,3,2,4,3,4,1,2,2,2,2,4,1,1,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3
"AUS0411",555,10309,3,1997,-0.48,475.3934,480.8459,486.2985,486.2985,460.5936,3,3,4,4,3,"QLD","Urban","Female","Non-indigenous",1,3,3,3,2,3,2,3,3,3,2,2,2,2,1,3,2,2,2,3,2,3,2,2,1,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,1,1,2
"AUS0411",555,10320,12,1996,1.24,674.1003,618.7958,686.5633,652.2901,667.0899,7,6,7,6,6,"QLD","Urban","Female","Non-indigenous",4,2,3,3,2,2,2,1,2,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,4,4,1,4,2,3,4,3,4,4,3,3,3,4,4,1,1,3,1,1,3
"AUS0411",555,10321,5,1996,-0.58,469.8629,517.3781,480.768,495.5678,528.2832,3,4,3,4,4,"QLD","Urban","Male","Non-indigenous",1,2,3,2,2,2,2,2,2,3,3,2,2,2,1,1,3,1,1,3,3,2,1,1,4,2,1,4,1,1,4,4,1,3,4,4,3,3,3,2,3,3,3,3,1,2,2,3,1,2,2
"AUS0411",555,10324,11,1996,-1.28,704.401,721.5376,695.8327,711.4114,701.2852,7,7,7,7,7,"QLD","Urban","Male","Non-indigenous",1,2,1,1,3,3,2,3,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,3,1,1,3,3,2,3,3,4,3,3,2,4,4,4,4,4,4,1,2,4,1,2,1
